Question,Answer
Can you tell me about the Cougar Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 11.0 km
Elevation Gain: 1020 m
Gradient: 0.18539999999999998
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Winter Preferred)
Region: Whistler"
Can you tell me about the Crown Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Very Difficult
Distance: 17.4 km
Elevation Gain: 1660 m
Gradient: 0.19079999999999997
Time: 8 – 10 hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Metro Vancouver"
Can you tell me about the Cutthroat Pass hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 15.8 km
Elevation Gain: 612 m
Gradient: 0.0775
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Cypress Peak hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 20.9 km
Elevation Gain: 1550 m
Gradient: 0.1483
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Whistler"
Can you tell me about the Dam Mountain & Thunderbird Ridge hike?,"Ranking: ☆☆☆
Difficulty: Difficult
Distance: 15.1 km
Elevation Gain: 1190 m
Gradient: 0.1576
Time: 4 – 6 hours
Dogs Allowed: No
4x4 Needed: No
Season: Year-Round
Region: Metro Vancouver"
Can you tell me about the De Pencier Bluffs hike?,"Ranking: ☆☆☆
Difficulty: Easy
Distance: 4.8 km
Elevation Gain: 276 m
Gradient: 0.115
Time: 0 – 2 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Metro Vancouver"
Can you tell me about the DeBeck’s Hill hike?,"Ranking: ☆☆☆
Difficulty: Easy
Distance: 4.3 km
Elevation Gain: 280 m
Gradient: 0.13019999999999998
Time: 0 – 2 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Decker Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 13.0 km
Elevation Gain: 926 m
Gradient: 0.1424
Time: 4 – 6 hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Whistler"
Can you tell me about the Deeks Lake hike?,"Ranking: ☆☆
Difficulty: Difficult
Distance: 11.9 km
Elevation Gain: 969 m
Gradient: 0.1629
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Del Campo Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 17.2 km
Elevation Gain: 1326 m
Gradient: 0.15410000000000001
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Dewdney Grind hike?,"Ranking: ☆☆☆
Difficulty: Difficult
Distance: 9.5 km
Elevation Gain: 1050 m
Gradient: 0.221
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Fraser Valley West"
Can you tell me about the Diamond Head hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 31.0 km
Elevation Gain: 1700 m
Gradient: 0.1097
Time: 8 – 10 hours
Dogs Allowed: No
4x4 Needed: No
Season: Year-Round (Summer Preferred)
Region: Garibaldi"
Can you tell me about the Diez Vistas hike?,"Ranking: ☆☆☆
Difficulty: Moderate
Distance: 12.7 km
Elevation Gain: 630 m
Gradient: 0.0992
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Metro Vancouver"
Can you tell me about the Dock Butte hike?,"Ranking: ☆☆☆☆
Difficulty: Easy
Distance: 6.3 km
Elevation Gain: 400 m
Gradient: 0.127
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Dog Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Very Easy
Distance: 5.6 km
Elevation Gain: 165 m
Gradient: 0.059000000000000004
Time: 0 – 2 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Winter Preferred)
Region: Metro Vancouver"
Can you tell me about the Eagle Bluffs hike?,"Ranking: ☆☆☆
Difficulty: Moderate
Distance: 8.0 km
Elevation Gain: 435 m
Gradient: 0.10800000000000001
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Metro Vancouver"
Can you tell me about the Elfin Lakes hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 22.0 km
Elevation Gain: 821 m
Gradient: 0.0545
Time: 6 – 8 hours
Dogs Allowed: No
4x4 Needed: No
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Elk Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 8.0 km
Elevation Gain: 750 m
Gradient: 0.1875
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Fraser Valley West"
Can you tell me about the Empetrum Peak & Cinder Cone hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 32.1 km
Elevation Gain: 1580 m
Gradient: 0.0984
Time: 10+ hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Garibaldi"
Can you tell me about the Erin Moore Trail hike?,"Ranking: ☆☆☆
Difficulty: Moderate
Distance: 8.0 km
Elevation Gain: 615 m
Gradient: 0.15380000000000002
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Evans Peak hike?,"Ranking: ☆☆☆
Difficulty: Difficult
Distance: 10.3 km
Elevation Gain: 925 m
Gradient: 0.1796
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Golden Ears"
Can you tell me about the Excelsior Peak hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 14.3 km
Elevation Gain: 1180 m
Gradient: 0.165
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Washington"
Can you tell me about the Finch Ridge hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 5.0 km
Elevation Gain: 600 m
Gradient: 0.24
Time: 2 – 4 hours
Dogs Allowed: No
4x4 Needed: Would make it easier
Season: Summer
Region: Pemberton"
Can you tell me about the Flora Lake hike?,"Ranking: ☆☆☆☆
Difficulty: Very Difficult
Distance: 18.5 km
Elevation Gain: 1800 m
Gradient: 0.1946
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Fraser Valley West"
Can you tell me about the Flora Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 13.0 km
Elevation Gain: 1400 m
Gradient: 0.21539999999999998
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Fraser Valley West"
Can you tell me about the Four Lakes Trail hike?,"Ranking: ☆☆☆
Difficulty: Very Easy
Distance: 7.5 km
Elevation Gain: 164 m
Gradient: 0.0437
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Frosty Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 22.0 km
Elevation Gain: 1160 m
Gradient: 0.1054
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Manning Park"
Can you tell me about the Frosty Mountain (True Summit) hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 14.9 km
Elevation Gain: 1200 m
Gradient: 0.1611
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Winter
Region: Manning Park"
Can you tell me about the Garibaldi Lake hike?,"Ranking: ☆☆☆
Difficulty: Moderate
Distance: 18.0 km
Elevation Gain: 850 m
Gradient: 0.094
Time: 4 – 6 hours
Dogs Allowed: No
4x4 Needed: No
Season: Year-Round
Region: Garibaldi"
Can you tell me about the Gibson Peak hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 19.2 km
Elevation Gain: 1090 m
Gradient: 0.11349999999999999
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: Yes
Season: Year-Round
Region: Howe Sound"
Can you tell me about the Gin Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 13.75 km
Elevation Gain: 980 m
Gradient: 0.1425
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Winter Preferred)
Region: Whistler"
Can you tell me about the Gloria Lookout hike?,"Ranking: ☆☆☆
Difficulty: Difficult
Distance: 12.4 km
Elevation Gain: 1250 m
Gradient: 0.2016
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Summer Preferred)
Region: Fraser Valley West"
Can you tell me about the Goat Mountain (Chilliwack) hike?,"Ranking: ☆☆☆☆
Difficulty: Very Difficult
Distance: 13.3 km
Elevation Gain: 1550 m
Gradient: 0.23309999999999997
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Fraser Valley West"
Can you tell me about the Goat Mountain (North Van) hike?,"Ranking: ☆☆☆
Difficulty: Easy
Distance: 7.2 km
Elevation Gain: 370 m
Gradient: 0.1027
Time: 2 – 4 hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Metro Vancouver"
Can you tell me about the Goat Mountain East hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 18.4 km
Elevation Gain: 1461 m
Gradient: 0.1588
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Goat Mountain West hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 17.0 km
Elevation Gain: 1325 m
Gradient: 0.1559
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Goat Ridge (Chilliwack) hike?,"Ranking: ☆☆☆☆
Difficulty: Very Difficult
Distance: 6.8 km
Elevation Gain: 1040 m
Gradient: 0.306
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Fraser Valley West"
Can you tell me about the Goat Ridge (Squamish) hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 21.75 km
Elevation Gain: 1525 m
Gradient: 0.1402
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Howe Sound"
Can you tell me about the Gold Creek Falls hike?,"Ranking: ☆☆☆
Difficulty: Very Easy
Distance: 5.8 km
Elevation Gain: 165 m
Gradient: 0.056900000000000006
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Golden Ears"
Can you tell me about the Gold Creek Falls & Canyon Loop hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 15.6 km
Elevation Gain: 560 m
Gradient: 0.0718
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round
Region: Golden Ears"
Can you tell me about the Golden Ears Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 26.0 km
Elevation Gain: 1780 m
Gradient: 0.13699999999999998
Time: 10+ hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Golden Ears"
Can you tell me about the Gothic Basin hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 15.1 km
Elevation Gain: 960 m
Gradient: 0.127
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Gothic Peak hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 16.9 km
Elevation Gain: 1212 m
Gradient: 0.1434
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Granite Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 23.1 km
Elevation Gain: 1540 m
Gradient: 0.1333
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
"Can you tell me about the Grassy, Bojo, Mara Loop hike?","Ranking: ☆☆☆
Difficulty: Moderate
Distance: 14.5 km
Elevation Gain: 875 m
Gradient: 0.1207
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Winter Preferred)
Region: Manning Park"
Can you tell me about the Grouse Grind hike?,"Ranking: ☆☆
Difficulty: Difficult
Distance: 2.3 km
Elevation Gain: 780 m
Gradient: 0.33899999999999997
Time: 0 – 2 hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Metro Vancouver"
Can you tell me about the Grouty Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 14.35 km
Elevation Gain: 1200 m
Gradient: 0.1672
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Pemberton"
Can you tell me about the Gunn Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Very Difficult
Distance: 10.5 km
Elevation Gain: 1335 m
Gradient: 0.254
Time: 8 – 10 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Hadley Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 17.0 km
Elevation Gain: 1100 m
Gradient: 0.1294
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Hanes Valley hike?,"Ranking: ☆☆☆☆
Difficulty: Very Difficult
Distance: 16.0 km
Elevation Gain: 1210 m
Gradient: 0.15130000000000002
Time: 6 – 8 hours
Dogs Allowed: No
4x4 Needed: No
Season: Summer
Region: Metro Vancouver"
Can you tell me about the Hannegan Peak hike?,"Ranking: ☆☆☆☆
Difficulty: Moderate
Distance: 16.5 km
Elevation Gain: 965 m
Gradient: 0.11699999999999999
Time: 4 – 6 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Hat Mountain hike?,"Ranking: ☆☆☆☆
Difficulty: Difficult
Distance: 18.0 km
Elevation Gain: 1500 m
Gradient: 0.16670000000000001
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Howe Sound"
Can you tell me about the Hidden Lake Lookout & Peaks hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 14.3 km
Elevation Gain: 1150 m
Gradient: 0.161
Time: 6 – 8 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Summer
Region: Washington"
Can you tell me about the Hidden Peak hike?,"Ranking: ☆☆☆☆☆
Difficulty: Difficult
Distance: 21.3 km
Elevation Gain: 1235 m
Gradient: 0.11599999999999999
Time: 8 – 10 hours
Dogs Allowed: No
4x4 Needed: Yes
Season: Summer
Region: Whistler"
Can you tell me about the Hollyburn Peak hike?,"Ranking: ☆☆☆
Difficulty: Moderate
Distance: 7.0 km
Elevation Gain: 460 m
Gradient: 0.13140000000000002
Time: 2 – 4 hours
Dogs Allowed: Yes
4x4 Needed: No
Season: Year-Round (Winter Preferred)
Region: Metro Vancouver"
