REF_DATE,GEO,Household type,"Household expenditures, summary-level categories",VALUE
2021,Canada,One person households,Natural gas for principal accommodation,315
2021,Canada,One person households,Other fuel for principal accommodation,115
2021,Canada,One person households,Other accommodation,591
2021,Canada,One person households,Owned secondary residences,253
2021,Canada,One person households,Mortgage paid for owned secondary residences,60
2021,Canada,One person households,"Property and school taxes, water and sewage charges for owned secondary residences",61
2021,Canada,One person households,Insurance premiums for owned secondary residences,23
2021,Canada,One person households,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,23
2021,Canada,One person households,"Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",7
2021,Canada,One person households,Other expenses for owned secondary residences,78
2021,Canada,One person households,Other owned properties,182
2021,Canada,One person households,Accommodation away from home,157
2021,Canada,One person households,Hotels and motels,76
2021,Canada,One person households,Other accommodation away from home,81
2021,Canada,One person households,Household operations,3339
2021,Canada,One person households,Communications,1928
2021,Canada,One person households,Telephone,997
2021,Canada,One person households,Landline telephone services,201
2021,Canada,One person households,Cell phone and pager services,658
2021,Canada,One person households,Purchase of telephones and equipment,138
2021,Canada,One person households,Internet access services,718
2021,Canada,One person households,Digital services,115
2021,Canada,One person households,"Postal, courier, delivery and other communication services",97
2021,Canada,One person households,Domestic and other custodial services (excluding child care),109
2021,Canada,One person households,Pet expenses,437
2021,Canada,One person households,Pet food and pet-related goods,243
2021,Canada,One person households,Purchase of pets,19
2021,Canada,One person households,Veterinarian and other services,175
2021,Canada,One person households,Household cleaning supplies and equipment,152
2021,Canada,One person households,Detergent and other soaps,56
2021,Canada,One person households,Cleaning equipment (non-electric),
2021,Canada,One person households,Other household cleaning supplies,79
2021,Canada,One person households,"Paper, plastic and foil supplies",252
2021,Canada,One person households,Stationery (excluding school supplies),69
2021,Canada,One person households,Other paper supplies,144
2021,Canada,One person households,Plastic and foil supplies,39
2021,Canada,One person households,Garden supplies and services,320
2021,Canada,One person households,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",146
2021,Canada,One person households,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",47
2021,Canada,One person households,"Groundskeeping services, snow and garbage removal",127
2021,Canada,One person households,Other household supplies,106
2021,Canada,One person households,Child care,
2021,Canada,One person households,Child care outside the home,
2021,Canada,One person households,Child care in the home (regular and occasional),
2021,Canada,One person households,Household furnishings and equipment,1749
2021,Canada,One person households,Household furnishings,721
2021,Canada,One person households,Furniture,470
2021,Canada,One person households,"Rugs, mats and underpadding",31
2021,Canada,One person households,"Works of art, carvings and other decorative ware",80
2021,Canada,One person households,Linens,78
2021,Canada,One person households,"Other household furnishings (curtains, mirrors and picture frames)",62
2021,Canada,One person households,Household equipment,874
2021,Canada,One person households,Household appliances,357
2021,Canada,One person households,Refrigerators and freezers,86
2021,Canada,One person households,Microwave ovens and cooking appliances,64
2021,Canada,One person households,"Washers, dryers and dishwashers",76
2021,Canada,One person households,"Room air conditioners, portable humidifiers and dehumidifiers",70
2021,Canada,One person households,Other electric equipment and appliances (including parts and attachments),61
2021,Canada,One person households,Other household equipment,517
2021,Canada,One person households,Home and workshop tools and equipment,99
2021,Canada,One person households,"Lawn, garden and snow-removal equipment and tools",115
2021,Canada,One person households,Non-electric kitchen and cooking equipment,53
2021,Canada,One person households,"Other household equipment, parts and accessories",
2021,Canada,One person households,"Maintenance, rental, repairs and services related to household furnishings and equipment",93
2021,Canada,One person households,Services related to household furnishings and equipment,61
2021,Canada,One person households,Rental of heating equipment,29
2021,Canada,One person households,Home security services,32
2021,Canada,One person households,Clothing and accessories,1083
2021,Canada,One person households,Women's and girls' wear (women and girls aged 14 years and over),442
2021,Canada,One person households,Clothing (women and girls aged 14 years and over),326
2021,Canada,One person households,Footwear (women and girls aged 14 years and over),116
2021,Canada,One person households,Men's and boys' wear (men and boys aged 14 years and over),267
2021,Canada,One person households,Clothing (men and boys aged 14 years and over),185
2021,Canada,One person households,Footwear (men and boys aged 14 years and over),82
2021,Canada,One person households,Children's wear (children under 14 years of age),40
2021,Canada,One person households,Clothing and cloth diapers (children under 14 years of age),31
2021,Canada,One person households,Footwear (children under 14 years of age),9
2021,Canada,One person households,Athletic footwear,75
2021,Canada,One person households,Accessories,61
2021,Canada,One person households,Watches and jewellery,61
2021,Canada,One person households,"Clothing material, yarn, thread and other notions",34
2021,Canada,One person households,Clothing services,102
2021,Canada,One person households,"Laundromats, dry-cleaning and laundry services",67
2021,Canada,One person households,"Services for clothing, footwear and jewellery",35
2021,Canada,One person households,Transportation,4551
2021,Canada,One person households,Private transportation,4160
2021,Canada,One person households,"Private use automobiles, vans and trucks",1661
2021,Canada,One person households,"Purchase of automobiles, vans and trucks",1510
2021,Canada,One person households,Automobiles (purchase),383
2021,Canada,One person households,"Vans (including mini-vans, purchase)",
2021,Canada,One person households,"Trucks (including sport utility vehicles, purchase)",1110
2021,Canada,One person households,"Accessories for automobiles, vans and trucks",14
2021,Canada,One person households,"Fees for leased automobiles, vans and trucks",138
2021,Canada,One person households,"Regular fees for leased automobiles, vans and trucks",134
2021,Canada,One person households,Regular fees for leased automobiles,76
2021,Canada,One person households,Regular fees for leased vans and trucks,58
2021,Canada,One person households,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,One person households,"Rented automobiles, vans and trucks",42
2021,Canada,One person households,"Automobile, van and truck operations",2457
2021,Canada,One person households,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",300
2021,Canada,One person households,Private and public vehicle insurance premiums,550
2021,Canada,One person households,"Tires, batteries, and other parts and supplies for vehicles",130
2021,Canada,One person households,Maintenance and repairs of vehicles,376
2021,Canada,One person households,"Vehicle operation, security and communication services",26
2021,Canada,One person households,Gas and other fuels (all vehicles and tools),962
2021,Canada,One person households,Parking (excluding parking fees included in rent and traffic and parking tickets),68
2021,Canada,One person households,"Drivers' licences and tests, and driving lessons",44
2021,Canada,One person households,Drivers' licences and tests,35
2021,Canada,One person households,Driving lessons,10
2021,Canada,One person households,Public transportation,391
2021,Canada,One person households,"City or commuter bus, subway, streetcar and commuter train",97
2021,Canada,One person households,Taxi (including tips),42
2021,Canada,One person households,Peer-to-peer ride services,38
2021,Canada,One person households,Other local passenger transportation,12
2021,Canada,One person households,Airplane,124
2021,Canada,One person households,Inter-city bus,2
2021,Canada,One person households,Other inter-city passenger transportation services,10
2021,Canada,One person households,Household moving and storage services,66
2021,Canada,One person households,Health care,1723
2021,Canada,One person households,Direct health care costs to household,1359
2021,Canada,One person households,"Prescribed medicines, pharmaceutical products and cannabis for medical use",333
2021,Canada,One person households,Prescribed medicines and pharmaceutical products,324
2021,Canada,One person households,Cannabis for medical use,9
2021,Canada,One person households,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",375
2021,Canada,One person households,Health care services,247
2021,Canada,One person households,Health care practitioners (excluding general practitioners and specialists),130
2021,Canada,One person households,Health care by general practitioners and specialists,22
2021,Canada,One person households,"Weight control programs, smoking cessation programs and other medical services",24
2021,Canada,One person households,"Hospital care, nursing homes and other residential care facilities",
2021,Canada,One person households,Eye-care goods and services,149
2021,Canada,One person households,Prescription eye wear,105
2021,Canada,One person households,Non-prescription eye wear and other eye-care goods,18
2021,Canada,One person households,"Eye-care services (e.g. surgery, exams)",26
2021,Canada,One person households,Dental services,256
2021,Canada,One person households,Private health insurance plan premiums,364
2021,Canada,One person households,Private health and dental plan premiums,299
2021,Canada,One person households,Accident or disability insurance premiums,65
2021,Canada,One person households,Personal care,893
2021,Canada,One person households,Personal care products,452
2021,Canada,One person households,Hair care products,44
2021,Canada,One person households,"Makeup, skin care, manicure and fragrance products",166
2021,Canada,One person households,"Makeup, skin care and manicure products",143
2021,Canada,One person households,Fragrance products,
2021,Canada,One person households,Personal deodorants,
2021,Canada,One person households,Body soaps,28
2021,Canada,One person households,Oral hygiene products,50
2021,Canada,One person households,Disposable diapers,
2021,Canada,One person households,Other personal care supplies and equipment,138
2021,Canada,One person households,Personal care services,441
2021,Canada,One person households,Hair grooming services,301
2021,Canada,One person households,Other personal care services,139
2021,Canada,One person households,Recreation,2170
2021,Canada,One person households,Recreational equipment and related services,658
2021,Canada,One person households,"Sports, athletic and recreational equipment and related services",75
2021,Canada,One person households,Outdoor play equipment and accessories,
2021,Canada,One person households,Children's toys,
2021,Canada,One person households,Video game systems and accessories (excluding for computers),
2021,Canada,One person households,Art and craft materials,
2021,Canada,One person households,Computer equipment and supplies,343
2021,Canada,One person households,Computer hardware,191
2021,Canada,One person households,Computer software and video game systems,
2021,Canada,One person households,Computer supplies and other equipment,38
2021,Canada,One person households,Tablet computers,58
2021,Canada,One person households,E-Book readers,4
2021,Canada,One person households,Wearable electronic devices,31
2021,Canada,One person households,Photographic goods and services,44
2021,Canada,One person households,"Camcorders, cameras, parts, accessories and related equipment",22
2021,Canada,One person households,Photographic services,22
2021,Canada,One person households,Other recreational equipment,
2021,Canada,One person households,Home entertainment equipment and services,201
2021,Canada,One person households,Home entertainment equipment,174
2021,Canada,One person households,Audio equipment and home theatre systems,51
2021,Canada,One person households,Video equipment,106
2021,Canada,One person households,"DVD players, Blu-Ray players and other video equipment and accessories",17
2021,Canada,One person households,Televisions,89
2021,Canada,One person households,"Pre-recorded media, music downloads and blank audio and video media",
2021,Canada,One person households,Home entertainment services,27
2021,Canada,One person households,"Rental of videotapes, DVDs and video games",
2021,Canada,One person households,"Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",26
2021,Canada,One person households,Recreational services,815
2021,Canada,One person households,Entertainment,573
2021,Canada,One person households,Movie theatres,
2021,Canada,One person households,Live sporting and performing arts events,
2021,Canada,One person households,"Admission fees to museums, zoos and other sites",
2021,Canada,One person households,"Television and satellite radio services (including installation, service and pay TV charges)",479
2021,Canada,One person households,Use of recreational facilities and fees for other recreational activities,117
2021,Canada,One person households,Dues and fees for sports and recreational activities and athletic and recreational facilities,112
2021,Canada,One person households,Children's camps,
2021,Canada,One person households,Package trips,110
2021,Canada,One person households,Other recreational services,14
2021,Canada,One person households,Recreational vehicles and associated services,496
2021,Canada,One person households,Purchase of recreational vehicles,375
2021,Canada,One person households,Motorcycles and snowmobiles (purchase),
2021,Canada,One person households,All-terrain vehicles (purchase),
2021,Canada,One person households,Bicycles (purchase),53
2021,Canada,One person households,Other recreational vehicles (purchase),232
2021,Canada,One person households,Operation of recreational vehicles,122
2021,Canada,One person households,Insurance premiums for recreational vehicles,32
2021,Canada,One person households,Registration fees and licences for recreational vehicles,12
2021,Canada,One person households,"Parking, storage fees and other dues",15
2021,Canada,One person households,Other expenses for recreational vehicles,62
2021,Canada,One person households,Education,713
2021,Canada,One person households,Tuition fees,682
2021,Canada,One person households,"Tuition fees for kindergarten, elementary and secondary schools",
2021,Canada,One person households,Tuition fees for university,
2021,Canada,One person households,"Tuition fees for other training (college, trade and professional institutions)",
2021,Canada,One person households,Other educational services,
2021,Canada,One person households,Personal interest courses and lessons (excluding driving lessons),53
2021,Canada,One person households,Textbooks and school supplies,31
2021,Canada,One person households,Reading materials and other printed matter,158
2021,Canada,One person households,Newspapers,
2021,Canada,One person households,Magazines and periodicals,
2021,Canada,One person households,Books and E-Books (excluding school books),78
2021,Canada,One person households,"Maps, sheet music and other printed matter",
2021,Canada,One person households,"Services related to reading materials (e.g. photocopying, library fees)",14
2021,Canada,One person households,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1281
2021,Canada,One person households,Tobacco products and smokers' supplies,441
2021,Canada,One person households,Cigarettes,411
2021,Canada,One person households,"Other tobacco products, smokers' supplies and e-cigarettes",30
2021,Canada,One person households,Cannabis for non-medical use,125
2021,Canada,One person households,Alcoholic beverages,715
2021,Canada,One person households,Alcoholic beverages served on licensed premises and in restaurants,188
2021,Canada,One person households,Alcoholic beverages purchased from stores,525
2021,Canada,One person households,Self-made alcoholic beverages,
2021,Canada,One person households,Games of chance,116
2021,Canada,One person households,Government-run lotteries,101
2021,Canada,One person households,Other games of chance,
2021,Canada,One person households,"Casinos, bingos and gaming machines",
2021,Canada,One person households,Non-government lotteries and raffle tickets,
2021,Canada,One person households,Miscellaneous expenditures,983
2021,Canada,One person households,Financial services,418
2021,Canada,One person households,Service charges for banks and other financial institutions,98
2021,Canada,One person households,Administration fees for brokers and stock and bond commissions,203
2021,Canada,One person households,Other financial services,116
2021,Canada,One person households,Other miscellaneous goods and services,565
2021,Canada,One person households,Fines,24
2021,Canada,One person households,Legal services not related to dwellings,98
2021,Canada,One person households,Dues to unions and professional associations,138
2021,Canada,One person households,Contributions and dues for social clubs and other organizations,26
2021,Canada,One person households,Funeral services,166
2021,Canada,One person households,Government services,11
2021,Canada,One person households,Wholesale/retail memberships,51
2021,Canada,One person households,Convenience fees,
2021,Canada,One person households,Other goods and services,
2021,Canada,One person households,Discounts and refunds,
2021,Canada,One person households,Recycling fees and other environmental fees,5
2021,Canada,One person households,Other general expenditures,
2021,Canada,One person households,Income taxes,7782
2021,Canada,One person households,Personal insurance payments and pension contributions,2232
2021,Canada,One person households,Employment insurance and Quebec parental insurance premiums,276
2021,Canada,One person households,Retirement and pension fund payments,1734
2021,Canada,One person households,"Premiums on life, term and endowment insurance",222
2021,Canada,One person households,"Gifts of money, support payments and charitable contributions",1316
2021,Canada,One person households,Gifts of money and support payments,744
2021,Canada,One person households,Gifts of money to persons living in Canada,526
2021,Canada,One person households,Gifts of money to persons living outside Canada,105
2021,Canada,One person households,Alimony and child support,114
2021,Canada,One person households,Charitable contributions,572
2021,Canada,Couples without children,Total expenditure,91121
2021,Canada,Couples without children,Total current consumption,64871
2021,Canada,Couples without children,Food expenditures,9744
2021,Canada,Couples without children,Food purchased from stores,7593
2021,Canada,Couples without children,Bakery products,675
2021,Canada,Couples without children,Cereal grains and cereal products,375
2021,Canada,Couples without children,"Fruit, fruit preparations and nuts",941
2021,Canada,Couples without children,Vegetables and vegetable preparations,917
2021,Canada,Couples without children,Dairy products and eggs,1079
2021,Canada,Couples without children,Meat,1458
2021,Canada,Couples without children,Fish and seafood,300
2021,Canada,Couples without children,Non-alcoholic beverages and other food products,1848
2021,Canada,Couples without children,Ready-to-cook meal delivery services,34
2021,Canada,Couples without children,Food purchased from restaurants,2117
2021,Canada,Couples without children,Restaurant meals,1936
2021,Canada,Couples without children,Restaurant snacks and beverages,181
2021,Canada,Couples without children,Shelter,19521
2021,Canada,Couples without children,Principal accommodation,17809
2021,Canada,Couples without children,Rented living quarters,3279
2021,Canada,Couples without children,Rent,3164
2021,Canada,Couples without children,Tenants' repairs and improvements,20
2021,Canada,Couples without children,Tenants' insurance premiums,63
2021,Canada,Couples without children,Parking at rented living quarters (excluding amounts reported with rent),33
2021,Canada,Couples without children,Owned living quarters,11698
2021,Canada,Couples without children,Mortgage paid for owned living quarters,5256
2021,Canada,Couples without children,Repairs and maintenance for owned living quarters,1036
2021,Canada,Couples without children,Condominium fees for owned living quarters,558
2021,Canada,Couples without children,Property and school taxes for owned living quarters,2687
2021,Canada,Couples without children,Homeowners' insurance premiums for owned living quarters,1134
2021,Canada,Couples without children,Other expenditures for owned living quarters,1026
2021,Canada,Couples without children,Commissions for sale of real estate owned by the household,254
2021,Canada,Couples without children,Legal fees related to owned living quarters,86
2021,Canada,Couples without children,Mortgage insurance premiums for owned living quarters,196
2021,Canada,Couples without children,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",72
2021,Canada,Couples without children,Transfer taxes and land registration fees for owned living quarters,336
2021,Canada,Couples without children,All other expenses related to owned living quarters (excluding repairs and maintenance),82
2021,Canada,Couples without children,"Water, fuel and electricity for principal accommodation",2833
2021,Canada,Couples without children,Water and sewage for principal accommodation,465
2021,Canada,Couples without children,Electricity for principal accommodation,1580
2021,Canada,Couples without children,Natural gas for principal accommodation,543
2021,Canada,Couples without children,Other fuel for principal accommodation,244
2021,Canada,Couples without children,Other accommodation,1712
2021,Canada,Couples without children,Owned secondary residences,880
2021,Canada,Couples without children,Mortgage paid for owned secondary residences,130
2021,Canada,Couples without children,"Property and school taxes, water and sewage charges for owned secondary residences",209
2021,Canada,Couples without children,Insurance premiums for owned secondary residences,79
2021,Canada,Couples without children,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,86
2021,Canada,Couples without children,"Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",37
2021,Canada,Couples without children,Other expenses for owned secondary residences,339
2021,Canada,Couples without children,Other owned properties,371
2021,Canada,Couples without children,Accommodation away from home,461
2021,Canada,Couples without children,Hotels and motels,256
2021,Canada,Couples without children,Other accommodation away from home,205
2021,Canada,Couples without children,Household operations,5257
2021,Canada,Couples without children,Communications,2897
2021,Canada,Couples without children,Telephone,1686
2021,Canada,Couples without children,Landline telephone services,275
2021,Canada,Couples without children,Cell phone and pager services,1205
2021,Canada,Couples without children,Purchase of telephones and equipment,206
2021,Canada,Couples without children,Internet access services,911
2021,Canada,Couples without children,Digital services,153
2021,Canada,Couples without children,"Postal, courier, delivery and other communication services",147
2021,Canada,Couples without children,Domestic and other custodial services (excluding child care),159
2021,Canada,Couples without children,Pet expenses,708
2021,Canada,Couples without children,Pet food and pet-related goods,346
2021,Canada,Couples without children,Purchase of pets,84
2021,Canada,Couples without children,Veterinarian and other services,278
2021,Canada,Couples without children,Household cleaning supplies and equipment,271
2021,Canada,Couples without children,Detergent and other soaps,100
2021,Canada,Couples without children,Cleaning equipment (non-electric),40
2021,Canada,Couples without children,Other household cleaning supplies,132
2021,Canada,Couples without children,"Paper, plastic and foil supplies",375
2021,Canada,Couples without children,Stationery (excluding school supplies),145
2021,Canada,Couples without children,Other paper supplies,174
2021,Canada,Couples without children,Plastic and foil supplies,56
2021,Canada,Couples without children,Garden supplies and services,672
2021,Canada,Couples without children,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",348
2021,Canada,Couples without children,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",84
2021,Canada,Couples without children,"Groundskeeping services, snow and garbage removal",240
2021,Canada,Couples without children,Other household supplies,162
2021,Canada,Couples without children,Child care,
2021,Canada,Couples without children,Child care outside the home,
2021,Canada,Couples without children,Child care in the home (regular and occasional),
2021,Canada,Couples without children,Household furnishings and equipment,3670
2021,Canada,Couples without children,Household furnishings,1573
2021,Canada,Couples without children,Furniture,1050
2021,Canada,Couples without children,"Rugs, mats and underpadding",79
2021,Canada,Couples without children,"Works of art, carvings and other decorative ware",136
2021,Canada,Couples without children,Linens,126
2021,Canada,Couples without children,"Other household furnishings (curtains, mirrors and picture frames)",183
2021,Canada,Couples without children,Household equipment,1849
2021,Canada,Couples without children,Household appliances,850
2021,Canada,Couples without children,Refrigerators and freezers,177
2021,Canada,Couples without children,Microwave ovens and cooking appliances,158
2021,Canada,Couples without children,"Washers, dryers and dishwashers",160
2021,Canada,Couples without children,"Room air conditioners, portable humidifiers and dehumidifiers",115
2021,Canada,Couples without children,Other electric equipment and appliances (including parts and attachments),240
2021,Canada,Couples without children,Other household equipment,999
2021,Canada,Couples without children,Home and workshop tools and equipment,235
2021,Canada,Couples without children,"Lawn, garden and snow-removal equipment and tools",323
2021,Canada,Couples without children,Non-electric kitchen and cooking equipment,195
2021,Canada,Couples without children,"Other household equipment, parts and accessories",247
2021,Canada,Couples without children,"Maintenance, rental, repairs and services related to household furnishings and equipment",139
2021,Canada,Couples without children,Services related to household furnishings and equipment,108
2021,Canada,Couples without children,Rental of heating equipment,40
2021,Canada,Couples without children,Home security services,68
2021,Canada,Couples without children,Clothing and accessories,1993
2021,Canada,Couples without children,Women's and girls' wear (women and girls aged 14 years and over),860
2021,Canada,Couples without children,Clothing (women and girls aged 14 years and over),631
2021,Canada,Couples without children,Footwear (women and girls aged 14 years and over),229
2021,Canada,Couples without children,Men's and boys' wear (men and boys aged 14 years and over),537
2021,Canada,Couples without children,Clothing (men and boys aged 14 years and over),369
2021,Canada,Couples without children,Footwear (men and boys aged 14 years and over),168
2021,Canada,Couples without children,Children's wear (children under 14 years of age),89
2021,Canada,Couples without children,Clothing and cloth diapers (children under 14 years of age),77
2021,Canada,Couples without children,Footwear (children under 14 years of age),12
2021,Canada,Couples without children,Athletic footwear,110
2021,Canada,Couples without children,Accessories,97
2021,Canada,Couples without children,Watches and jewellery,134
2021,Canada,Couples without children,"Clothing material, yarn, thread and other notions",68
2021,Canada,Couples without children,Clothing services,98
2021,Canada,Couples without children,"Laundromats, dry-cleaning and laundry services",43
2021,Canada,Couples without children,"Services for clothing, footwear and jewellery",56
2021,Canada,Couples without children,Transportation,10469
2021,Canada,Couples without children,Private transportation,9926
2021,Canada,Couples without children,"Private use automobiles, vans and trucks",4706
2021,Canada,Couples without children,"Purchase of automobiles, vans and trucks",4280
2021,Canada,Couples without children,Automobiles (purchase),1241
2021,Canada,Couples without children,"Vans (including mini-vans, purchase)",
2021,Canada,Couples without children,"Trucks (including sport utility vehicles, purchase)",2944
2021,Canada,Couples without children,"Accessories for automobiles, vans and trucks",22
2021,Canada,Couples without children,"Fees for leased automobiles, vans and trucks",403
2021,Canada,Couples without children,"Regular fees for leased automobiles, vans and trucks",362
2021,Canada,Couples without children,Regular fees for leased automobiles,125
2021,Canada,Couples without children,Regular fees for leased vans and trucks,236
2021,Canada,Couples without children,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,Couples without children,"Rented automobiles, vans and trucks",40
2021,Canada,Couples without children,"Automobile, van and truck operations",5181
2021,Canada,Couples without children,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",555
2021,Canada,Couples without children,Private and public vehicle insurance premiums,1081
2021,Canada,Couples without children,"Tires, batteries, and other parts and supplies for vehicles",270
2021,Canada,Couples without children,Maintenance and repairs of vehicles,798
2021,Canada,Couples without children,"Vehicle operation, security and communication services",51
2021,Canada,Couples without children,Gas and other fuels (all vehicles and tools),2226
2021,Canada,Couples without children,Parking (excluding parking fees included in rent and traffic and parking tickets),121
2021,Canada,Couples without children,"Drivers' licences and tests, and driving lessons",79
2021,Canada,Couples without children,Drivers' licences and tests,66
2021,Canada,Couples without children,Driving lessons,13
2021,Canada,Couples without children,Public transportation,543
2021,Canada,Couples without children,"City or commuter bus, subway, streetcar and commuter train",72
2021,Canada,Couples without children,Taxi (including tips),25
2021,Canada,Couples without children,Peer-to-peer ride services,51
2021,Canada,Couples without children,Other local passenger transportation,21
2021,Canada,Couples without children,Airplane,254
2021,Canada,Couples without children,Inter-city bus,2
2021,Canada,Couples without children,Other inter-city passenger transportation services,18
2021,Canada,Couples without children,Household moving and storage services,100
2021,Canada,Couples without children,Health care,3112
2021,Canada,Couples without children,Direct health care costs to household,2284
2021,Canada,Couples without children,"Prescribed medicines, pharmaceutical products and cannabis for medical use",605
2021,Canada,Couples without children,Prescribed medicines and pharmaceutical products,589
2021,Canada,Couples without children,Cannabis for medical use,17
2021,Canada,Couples without children,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",543
2021,Canada,Couples without children,Health care services,278
2021,Canada,Couples without children,Health care practitioners (excluding general practitioners and specialists),181
2021,Canada,Couples without children,Health care by general practitioners and specialists,56
2021,Canada,Couples without children,"Weight control programs, smoking cessation programs and other medical services",34
2021,Canada,Couples without children,"Hospital care, nursing homes and other residential care facilities",7
2021,Canada,Couples without children,Eye-care goods and services,339
2021,Canada,Couples without children,Prescription eye wear,192
2021,Canada,Couples without children,Non-prescription eye wear and other eye-care goods,49
2021,Canada,Couples without children,"Eye-care services (e.g. surgery, exams)",98
2021,Canada,Couples without children,Dental services,518
2021,Canada,Couples without children,Private health insurance plan premiums,827
2021,Canada,Couples without children,Private health and dental plan premiums,704
2021,Canada,Couples without children,Accident or disability insurance premiums,124
2021,Canada,Couples without children,Personal care,1351
2021,Canada,Couples without children,Personal care products,566
2021,Canada,Couples without children,Hair care products,79
2021,Canada,Couples without children,"Makeup, skin care, manicure and fragrance products",171
2021,Canada,Couples without children,"Makeup, skin care and manicure products",155
2021,Canada,Couples without children,Fragrance products,
2021,Canada,Couples without children,Personal deodorants,13
2021,Canada,Couples without children,Body soaps,40
2021,Canada,Couples without children,Oral hygiene products,81
2021,Canada,Couples without children,Disposable diapers,
2021,Canada,Couples without children,Other personal care supplies and equipment,178
2021,Canada,Couples without children,Personal care services,784
2021,Canada,Couples without children,Hair grooming services,553
2021,Canada,Couples without children,Other personal care services,231
2021,Canada,Couples without children,Recreation,4706
2021,Canada,Couples without children,Recreational equipment and related services,1575
2021,Canada,Couples without children,"Sports, athletic and recreational equipment and related services",185
2021,Canada,Couples without children,Outdoor play equipment and accessories,
2021,Canada,Couples without children,Children's toys,106
2021,Canada,Couples without children,Video game systems and accessories (excluding for computers),
2021,Canada,Couples without children,Art and craft materials,59
2021,Canada,Couples without children,Computer equipment and supplies,647
2021,Canada,Couples without children,Computer hardware,341
2021,Canada,Couples without children,Computer software and video game systems,60
2021,Canada,Couples without children,Computer supplies and other equipment,72
2021,Canada,Couples without children,Tablet computers,104
2021,Canada,Couples without children,E-Book readers,7
2021,Canada,Couples without children,Wearable electronic devices,63
2021,Canada,Couples without children,Photographic goods and services,99
2021,Canada,Couples without children,"Camcorders, cameras, parts, accessories and related equipment",40
2021,Canada,Couples without children,Photographic services,59
2021,Canada,Couples without children,Other recreational equipment,
2021,Canada,Couples without children,Home entertainment equipment and services,401
2021,Canada,Couples without children,Home entertainment equipment,355
2021,Canada,Couples without children,Audio equipment and home theatre systems,74
2021,Canada,Couples without children,Video equipment,200
2021,Canada,Couples without children,"DVD players, Blu-Ray players and other video equipment and accessories",20
2021,Canada,Couples without children,Televisions,180
2021,Canada,Couples without children,"Pre-recorded media, music downloads and blank audio and video media",82
2021,Canada,Couples without children,Home entertainment services,46
