"question","answer"
"What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for One person households in 2021?","The yearly average was $607.00, which is about $50.58 per month."
"What was the average household expenditure on Other expenditures for owned living quarters for One person households in 2021?","The yearly average was $506.00, which is about $42.17 per month."
"What was the average household expenditure on Mortgage insurance premiums for owned living quarters for One person households in 2021?","The yearly average was $105.00, which is about $8.75 per month."
"What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for One person households in 2021?","The yearly average was $43.00, which is about $3.58 per month."
"What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for One person households in 2021?","The yearly average was $57.00, which is about $4.75 per month."
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for One person households in 2021?","The yearly average was $1,667.00, which is about $138.92 per month."
"What was the average household expenditure on Water and sewage for principal accommodation for One person households in 2021?","The yearly average was $268.00, which is about $22.33 per month."
"What was the average household expenditure on Electricity for principal accommodation for One person households in 2021?","The yearly average was $968.00, which is about $80.67 per month."
"What was the average household expenditure on Natural gas for principal accommodation for One person households in 2021?","The yearly average was $315.00, which is about $26.25 per month."
"What was the average household expenditure on Other fuel for principal accommodation for One person households in 2021?","The yearly average was $115.00, which is about $9.58 per month."
"What was the average household expenditure on Other accommodation for One person households in 2021?","The yearly average was $591.00, which is about $49.25 per month."
"What was the average household expenditure on Owned secondary residences for One person households in 2021?","The yearly average was $253.00, which is about $21.08 per month."
"What was the average household expenditure on Mortgage paid for owned secondary residences for One person households in 2021?","The yearly average was $60.00, which is about $5.00 per month."
"What was the average household expenditure on Property and school taxes, water and sewage charges for owned secondary residences for One person households in 2021?","The yearly average was $61.00, which is about $5.08 per month."
"What was the average household expenditure on Insurance premiums for owned secondary residences for One person households in 2021?","The yearly average was $23.00, which is about $1.92 per month."
"What was the average household expenditure on Electricity and fuel (e.g. natural gas and wood) for owned secondary residences for One person households in 2021?","The yearly average was $23.00, which is about $1.92 per month."
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for One person households in 2021?","The yearly average was $7.00, which is about $0.58 per month."
"What was the average household expenditure on Other expenses for owned secondary residences for One person households in 2021?","The yearly average was $78.00, which is about $6.50 per month."
"What was the average household expenditure on Other owned properties for One person households in 2021?","The yearly average was $182.00, which is about $15.17 per month."
"What was the average household expenditure on Accommodation away from home for One person households in 2021?","The yearly average was $157.00, which is about $13.08 per month."
"What was the average household expenditure on Hotels and motels for One person households in 2021?","The yearly average was $76.00, which is about $6.33 per month."
"What was the average household expenditure on Other accommodation away from home for One person households in 2021?","The yearly average was $81.00, which is about $6.75 per month."
"What was the average household expenditure on Household operations for One person households in 2021?","The yearly average was $3,339.00, which is about $278.25 per month."
"What was the average household expenditure on Communications for One person households in 2021?","The yearly average was $1,928.00, which is about $160.67 per month."
"What was the average household expenditure on Telephone for One person households in 2021?","The yearly average was $997.00, which is about $83.08 per month."
"What was the average household expenditure on Landline telephone services for One person households in 2021?","The yearly average was $201.00, which is about $16.75 per month."
"What was the average household expenditure on Cell phone and pager services for One person households in 2021?","The yearly average was $658.00, which is about $54.83 per month."
"What was the average household expenditure on Purchase of telephones and equipment for One person households in 2021?","The yearly average was $138.00, which is about $11.50 per month."
"What was the average household expenditure on Internet access services for One person households in 2021?","The yearly average was $718.00, which is about $59.83 per month."
"What was the average household expenditure on Digital services for One person households in 2021?","The yearly average was $115.00, which is about $9.58 per month."
"What was the average household expenditure on Postal, courier, delivery and other communication services for One person households in 2021?","The yearly average was $97.00, which is about $8.08 per month."
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for One person households in 2021?","The yearly average was $109.00, which is about $9.08 per month."
"What was the average household expenditure on Pet expenses for One person households in 2021?","The yearly average was $437.00, which is about $36.42 per month."
"What was the average household expenditure on Pet food and pet-related goods for One person households in 2021?","The yearly average was $243.00, which is about $20.25 per month."
"What was the average household expenditure on Purchase of pets for One person households in 2021?","The yearly average was $19.00, which is about $1.58 per month."
"What was the average household expenditure on Veterinarian and other services for One person households in 2021?","The yearly average was $175.00, which is about $14.58 per month."
"What was the average household expenditure on Household cleaning supplies and equipment for One person households in 2021?","The yearly average was $152.00, which is about $12.67 per month."
"What was the average household expenditure on Detergent and other soaps for One person households in 2021?","The yearly average was $56.00, which is about $4.67 per month."
"What was the average household expenditure on Other household cleaning supplies for One person households in 2021?","The yearly average was $79.00, which is about $6.58 per month."
"What was the average household expenditure on Paper, plastic and foil supplies for One person households in 2021?","The yearly average was $252.00, which is about $21.00 per month."
"What was the average household expenditure on Stationery (excluding school supplies) for One person households in 2021?","The yearly average was $69.00, which is about $5.75 per month."
"What was the average household expenditure on Other paper supplies for One person households in 2021?","The yearly average was $144.00, which is about $12.00 per month."
"What was the average household expenditure on Plastic and foil supplies for One person households in 2021?","The yearly average was $39.00, which is about $3.25 per month."
"What was the average household expenditure on Garden supplies and services for One person households in 2021?","The yearly average was $320.00, which is about $26.67 per month."
"What was the average household expenditure on Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds for One person households in 2021?","The yearly average was $146.00, which is about $12.17 per month."
"What was the average household expenditure on Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners for One person households in 2021?","The yearly average was $47.00, which is about $3.92 per month."
"What was the average household expenditure on Groundskeeping services, snow and garbage removal for One person households in 2021?","The yearly average was $127.00, which is about $10.58 per month."
"What was the average household expenditure on Other household supplies for One person households in 2021?","The yearly average was $106.00, which is about $8.83 per month."
"What was the average household expenditure on Household furnishings and equipment for One person households in 2021?","The yearly average was $1,749.00, which is about $145.75 per month."
"What was the average household expenditure on Household furnishings for One person households in 2021?","The yearly average was $721.00, which is about $60.08 per month."
"What was the average household expenditure on Furniture for One person households in 2021?","The yearly average was $470.00, which is about $39.17 per month."
"What was the average household expenditure on Rugs, mats and underpadding for One person households in 2021?","The yearly average was $31.00, which is about $2.58 per month."
"What was the average household expenditure on Works of art, carvings and other decorative ware for One person households in 2021?","The yearly average was $80.00, which is about $6.67 per month."
"What was the average household expenditure on Linens for One person households in 2021?","The yearly average was $78.00, which is about $6.50 per month."
"What was the average household expenditure on Other household furnishings (curtains, mirrors and picture frames) for One person households in 2021?","The yearly average was $62.00, which is about $5.17 per month."
"What was the average household expenditure on Household equipment for One person households in 2021?","The yearly average was $874.00, which is about $72.83 per month."
"What was the average household expenditure on Household appliances for One person households in 2021?","The yearly average was $357.00, which is about $29.75 per month."
"What was the average household expenditure on Refrigerators and freezers for One person households in 2021?","The yearly average was $86.00, which is about $7.17 per month."
"What was the average household expenditure on Microwave ovens and cooking appliances for One person households in 2021?","The yearly average was $64.00, which is about $5.33 per month."
"What was the average household expenditure on Washers, dryers and dishwashers for One person households in 2021?","The yearly average was $76.00, which is about $6.33 per month."
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers for One person households in 2021?","The yearly average was $70.00, which is about $5.83 per month."
"What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) for One person households in 2021?","The yearly average was $61.00, which is about $5.08 per month."
"What was the average household expenditure on Other household equipment for One person households in 2021?","The yearly average was $517.00, which is about $43.08 per month."
"What was the average household expenditure on Home and workshop tools and equipment for One person households in 2021?","The yearly average was $99.00, which is about $8.25 per month."
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools for One person households in 2021?","The yearly average was $115.00, which is about $9.58 per month."
"What was the average household expenditure on Non-electric kitchen and cooking equipment for One person households in 2021?","The yearly average was $53.00, which is about $4.42 per month."
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment for One person households in 2021?","The yearly average was $93.00, which is about $7.75 per month."
"What was the average household expenditure on Services related to household furnishings and equipment for One person households in 2021?","The yearly average was $61.00, which is about $5.08 per month."
"What was the average household expenditure on Rental of heating equipment for One person households in 2021?","The yearly average was $29.00, which is about $2.42 per month."
"What was the average household expenditure on Home security services for One person households in 2021?","The yearly average was $32.00, which is about $2.67 per month."
"What was the average household expenditure on Clothing and accessories for One person households in 2021?","The yearly average was $1,083.00, which is about $90.25 per month."
"What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) for One person households in 2021?","The yearly average was $442.00, which is about $36.83 per month."
"What was the average household expenditure on Clothing (women and girls aged 14 years and over) for One person households in 2021?","The yearly average was $326.00, which is about $27.17 per month."
"What was the average household expenditure on Footwear (women and girls aged 14 years and over) for One person households in 2021?","The yearly average was $116.00, which is about $9.67 per month."
"What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) for One person households in 2021?","The yearly average was $267.00, which is about $22.25 per month."
"What was the average household expenditure on Clothing (men and boys aged 14 years and over) for One person households in 2021?","The yearly average was $185.00, which is about $15.42 per month."
"What was the average household expenditure on Footwear (men and boys aged 14 years and over) for One person households in 2021?","The yearly average was $82.00, which is about $6.83 per month."
"What was the average household expenditure on Children's wear (children under 14 years of age) for One person households in 2021?","The yearly average was $40.00, which is about $3.33 per month."
"What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) for One person households in 2021?","The yearly average was $31.00, which is about $2.58 per month."
"What was the average household expenditure on Footwear (children under 14 years of age) for One person households in 2021?","The yearly average was $9.00, which is about $0.75 per month."
"What was the average household expenditure on Athletic footwear for One person households in 2021?","The yearly average was $75.00, which is about $6.25 per month."
"What was the average household expenditure on Accessories for One person households in 2021?","The yearly average was $61.00, which is about $5.08 per month."
"What was the average household expenditure on Watches and jewellery for One person households in 2021?","The yearly average was $61.00, which is about $5.08 per month."
"What was the average household expenditure on Clothing material, yarn, thread and other notions for One person households in 2021?","The yearly average was $34.00, which is about $2.83 per month."
"What was the average household expenditure on Clothing services for One person households in 2021?","The yearly average was $102.00, which is about $8.50 per month."
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services for One person households in 2021?","The yearly average was $67.00, which is about $5.58 per month."
"What was the average household expenditure on Services for clothing, footwear and jewellery for One person households in 2021?","The yearly average was $35.00, which is about $2.92 per month."
"What was the average household expenditure on Transportation for One person households in 2021?","The yearly average was $4,551.00, which is about $379.25 per month."
"What was the average household expenditure on Private transportation for One person households in 2021?","The yearly average was $4,160.00, which is about $346.67 per month."
"What was the average household expenditure on Private use automobiles, vans and trucks for One person households in 2021?","The yearly average was $1,661.00, which is about $138.42 per month."
"What was the average household expenditure on Purchase of automobiles, vans and trucks for One person households in 2021?","The yearly average was $1,510.00, which is about $125.83 per month."
"What was the average household expenditure on Automobiles (purchase) for One person households in 2021?","The yearly average was $383.00, which is about $31.92 per month."
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) for One person households in 2021?","The yearly average was $1,110.00, which is about $92.50 per month."
"What was the average household expenditure on Accessories for automobiles, vans and trucks for One person households in 2021?","The yearly average was $14.00, which is about $1.17 per month."
"What was the average household expenditure on Fees for leased automobiles, vans and trucks for One person households in 2021?","The yearly average was $138.00, which is about $11.50 per month."
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks for One person households in 2021?","The yearly average was $134.00, which is about $11.17 per month."
"What was the average household expenditure on Regular fees for leased automobiles for One person households in 2021?","The yearly average was $76.00, which is about $6.33 per month."
"What was the average household expenditure on Regular fees for leased vans and trucks for One person households in 2021?","The yearly average was $58.00, which is about $4.83 per month."
"What was the average household expenditure on Rented automobiles, vans and trucks for One person households in 2021?","The yearly average was $42.00, which is about $3.50 per month."
"What was the average household expenditure on Automobile, van and truck operations for One person households in 2021?","The yearly average was $2,457.00, which is about $204.75 per month."
"What was the average household expenditure on Registration fees for automobiles, vans and trucks (including insurance if part of registration) for One person households in 2021?","The yearly average was $300.00, which is about $25.00 per month."
"What was the average household expenditure on Private and public vehicle insurance premiums for One person households in 2021?","The yearly average was $550.00, which is about $45.83 per month."
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles for One person households in 2021?","The yearly average was $130.00, which is about $10.83 per month."
"What was the average household expenditure on Maintenance and repairs of vehicles for One person households in 2021?","The yearly average was $376.00, which is about $31.33 per month."
"What was the average household expenditure on Vehicle operation, security and communication services for One person households in 2021?","The yearly average was $26.00, which is about $2.17 per month."
"What was the average household expenditure on Gas and other fuels (all vehicles and tools) for One person households in 2021?","The yearly average was $962.00, which is about $80.17 per month."
"What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) for One person households in 2021?","The yearly average was $68.00, which is about $5.67 per month."
"What was the average household expenditure on Drivers' licences and tests, and driving lessons for One person households in 2021?","The yearly average was $44.00, which is about $3.67 per month."
"What was the average household expenditure on Drivers' licences and tests for One person households in 2021?","The yearly average was $35.00, which is about $2.92 per month."
"What was the average household expenditure on Driving lessons for One person households in 2021?","The yearly average was $10.00, which is about $0.83 per month."
"What was the average household expenditure on Public transportation for One person households in 2021?","The yearly average was $391.00, which is about $32.58 per month."
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train for One person households in 2021?","The yearly average was $97.00, which is about $8.08 per month."
"What was the average household expenditure on Taxi (including tips) for One person households in 2021?","The yearly average was $42.00, which is about $3.50 per month."
"What was the average household expenditure on Peer-to-peer ride services for One person households in 2021?","The yearly average was $38.00, which is about $3.17 per month."
"What was the average household expenditure on Other local passenger transportation for One person households in 2021?","The yearly average was $12.00, which is about $1.00 per month."
"What was the average household expenditure on Airplane for One person households in 2021?","The yearly average was $124.00, which is about $10.33 per month."
"What was the average household expenditure on Inter-city bus for One person households in 2021?","The yearly average was $2.00, which is about $0.17 per month."
"What was the average household expenditure on Other inter-city passenger transportation services for One person households in 2021?","The yearly average was $10.00, which is about $0.83 per month."
"What was the average household expenditure on Household moving and storage services for One person households in 2021?","The yearly average was $66.00, which is about $5.50 per month."
"What was the average household expenditure on Health care for One person households in 2021?","The yearly average was $1,723.00, which is about $143.58 per month."
"What was the average household expenditure on Direct health care costs to household for One person households in 2021?","The yearly average was $1,359.00, which is about $113.25 per month."
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use for One person households in 2021?","The yearly average was $333.00, which is about $27.75 per month."
"What was the average household expenditure on Prescribed medicines and pharmaceutical products for One person households in 2021?","The yearly average was $324.00, which is about $27.00 per month."
"What was the average household expenditure on Cannabis for medical use for One person households in 2021?","The yearly average was $9.00, which is about $0.75 per month."
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment for One person households in 2021?","The yearly average was $375.00, which is about $31.25 per month."
"What was the average household expenditure on Health care services for One person households in 2021?","The yearly average was $247.00, which is about $20.58 per month."
"What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) for One person households in 2021?","The yearly average was $130.00, which is about $10.83 per month."
"What was the average household expenditure on Health care by general practitioners and specialists for One person households in 2021?","The yearly average was $22.00, which is about $1.83 per month."
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services for One person households in 2021?","The yearly average was $24.00, which is about $2.00 per month."
"What was the average household expenditure on Eye-care goods and services for One person households in 2021?","The yearly average was $149.00, which is about $12.42 per month."
"What was the average household expenditure on Prescription eye wear for One person households in 2021?","The yearly average was $105.00, which is about $8.75 per month."
"What was the average household expenditure on Non-prescription eye wear and other eye-care goods for One person households in 2021?","The yearly average was $18.00, which is about $1.50 per month."
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) for One person households in 2021?","The yearly average was $26.00, which is about $2.17 per month."
"What was the average household expenditure on Dental services for One person households in 2021?","The yearly average was $256.00, which is about $21.33 per month."
"What was the average household expenditure on Private health insurance plan premiums for One person households in 2021?","The yearly average was $364.00, which is about $30.33 per month."
"What was the average household expenditure on Private health and dental plan premiums for One person households in 2021?","The yearly average was $299.00, which is about $24.92 per month."
"What was the average household expenditure on Accident or disability insurance premiums for One person households in 2021?","The yearly average was $65.00, which is about $5.42 per month."
"What was the average household expenditure on Personal care for One person households in 2021?","The yearly average was $893.00, which is about $74.42 per month."
"What was the average household expenditure on Personal care products for One person households in 2021?","The yearly average was $452.00, which is about $37.67 per month."
"What was the average household expenditure on Hair care products for One person households in 2021?","The yearly average was $44.00, which is about $3.67 per month."
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products for One person households in 2021?","The yearly average was $166.00, which is about $13.83 per month."
"What was the average household expenditure on Makeup, skin care and manicure products for One person households in 2021?","The yearly average was $143.00, which is about $11.92 per month."
"What was the average household expenditure on Body soaps for One person households in 2021?","The yearly average was $28.00, which is about $2.33 per month."
"What was the average household expenditure on Oral hygiene products for One person households in 2021?","The yearly average was $50.00, which is about $4.17 per month."
"What was the average household expenditure on Other personal care supplies and equipment for One person households in 2021?","The yearly average was $138.00, which is about $11.50 per month."
"What was the average household expenditure on Personal care services for One person households in 2021?","The yearly average was $441.00, which is about $36.75 per month."
"What was the average household expenditure on Hair grooming services for One person households in 2021?","The yearly average was $301.00, which is about $25.08 per month."
"What was the average household expenditure on Other personal care services for One person households in 2021?","The yearly average was $139.00, which is about $11.58 per month."
"What was the average household expenditure on Recreation for One person households in 2021?","The yearly average was $2,170.00, which is about $180.83 per month."
"What was the average household expenditure on Recreational equipment and related services for One person households in 2021?","The yearly average was $658.00, which is about $54.83 per month."
"What was the average household expenditure on Sports, athletic and recreational equipment and related services for One person households in 2021?","The yearly average was $75.00, which is about $6.25 per month."
"What was the average household expenditure on Computer equipment and supplies for One person households in 2021?","The yearly average was $343.00, which is about $28.58 per month."
"What was the average household expenditure on Computer hardware for One person households in 2021?","The yearly average was $191.00, which is about $15.92 per month."
"What was the average household expenditure on Computer supplies and other equipment for One person households in 2021?","The yearly average was $38.00, which is about $3.17 per month."
"What was the average household expenditure on Tablet computers for One person households in 2021?","The yearly average was $58.00, which is about $4.83 per month."
"What was the average household expenditure on E-Book readers for One person households in 2021?","The yearly average was $4.00, which is about $0.33 per month."
"What was the average household expenditure on Wearable electronic devices for One person households in 2021?","The yearly average was $31.00, which is about $2.58 per month."
"What was the average household expenditure on Photographic goods and services for One person households in 2021?","The yearly average was $44.00, which is about $3.67 per month."
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment for One person households in 2021?","The yearly average was $22.00, which is about $1.83 per month."
"What was the average household expenditure on Photographic services for One person households in 2021?","The yearly average was $22.00, which is about $1.83 per month."
"What was the average household expenditure on Home entertainment equipment and services for One person households in 2021?","The yearly average was $201.00, which is about $16.75 per month."
"What was the average household expenditure on Home entertainment equipment for One person households in 2021?","The yearly average was $174.00, which is about $14.50 per month."
"What was the average household expenditure on Audio equipment and home theatre systems for One person households in 2021?","The yearly average was $51.00, which is about $4.25 per month."
"What was the average household expenditure on Video equipment for One person households in 2021?","The yearly average was $106.00, which is about $8.83 per month."
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories for One person households in 2021?","The yearly average was $17.00, which is about $1.42 per month."
"What was the average household expenditure on Televisions for One person households in 2021?","The yearly average was $89.00, which is about $7.42 per month."
"What was the average household expenditure on Home entertainment services for One person households in 2021?","The yearly average was $27.00, which is about $2.25 per month."
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment for One person households in 2021?","The yearly average was $26.00, which is about $2.17 per month."
"What was the average household expenditure on Recreational services for One person households in 2021?","The yearly average was $815.00, which is about $67.92 per month."
"What was the average household expenditure on Entertainment for One person households in 2021?","The yearly average was $573.00, which is about $47.75 per month."
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) for One person households in 2021?","The yearly average was $479.00, which is about $39.92 per month."
"What was the average household expenditure on Use of recreational facilities and fees for other recreational activities for One person households in 2021?","The yearly average was $117.00, which is about $9.75 per month."
"What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities for One person households in 2021?","The yearly average was $112.00, which is about $9.33 per month."
"What was the average household expenditure on Package trips for One person households in 2021?","The yearly average was $110.00, which is about $9.17 per month."
"What was the average household expenditure on Other recreational services for One person households in 2021?","The yearly average was $14.00, which is about $1.17 per month."
"What was the average household expenditure on Recreational vehicles and associated services for One person households in 2021?","The yearly average was $496.00, which is about $41.33 per month."
"What was the average household expenditure on Purchase of recreational vehicles for One person households in 2021?","The yearly average was $375.00, which is about $31.25 per month."
"What was the average household expenditure on Bicycles (purchase) for One person households in 2021?","The yearly average was $53.00, which is about $4.42 per month."
"What was the average household expenditure on Other recreational vehicles (purchase) for One person households in 2021?","The yearly average was $232.00, which is about $19.33 per month."
"What was the average household expenditure on Operation of recreational vehicles for One person households in 2021?","The yearly average was $122.00, which is about $10.17 per month."
"What was the average household expenditure on Insurance premiums for recreational vehicles for One person households in 2021?","The yearly average was $32.00, which is about $2.67 per month."
"What was the average household expenditure on Registration fees and licences for recreational vehicles for One person households in 2021?","The yearly average was $12.00, which is about $1.00 per month."
"What was the average household expenditure on Parking, storage fees and other dues for One person households in 2021?","The yearly average was $15.00, which is about $1.25 per month."
"What was the average household expenditure on Other expenses for recreational vehicles for One person households in 2021?","The yearly average was $62.00, which is about $5.17 per month."
"What was the average household expenditure on Education for One person households in 2021?","The yearly average was $713.00, which is about $59.42 per month."
"What was the average household expenditure on Tuition fees for One person households in 2021?","The yearly average was $682.00, which is about $56.83 per month."
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for One person households in 2021?","The yearly average was $53.00, which is about $4.42 per month."
"What was the average household expenditure on Textbooks and school supplies for One person households in 2021?","The yearly average was $31.00, which is about $2.58 per month."
"What was the average household expenditure on Reading materials and other printed matter for One person households in 2021?","The yearly average was $158.00, which is about $13.17 per month."
"What was the average household expenditure on Books and E-Books (excluding school books) for One person households in 2021?","The yearly average was $78.00, which is about $6.50 per month."
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) for One person households in 2021?","The yearly average was $14.00, which is about $1.17 per month."
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use for One person households in 2021?","The yearly average was $1,281.00, which is about $106.75 per month."
"What was the average household expenditure on Tobacco products and smokers' supplies for One person households in 2021?","The yearly average was $441.00, which is about $36.75 per month."
"What was the average household expenditure on Cigarettes for One person households in 2021?","The yearly average was $411.00, which is about $34.25 per month."
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes for One person households in 2021?","The yearly average was $30.00, which is about $2.50 per month."
"What was the average household expenditure on Cannabis for non-medical use for One person households in 2021?","The yearly average was $125.00, which is about $10.42 per month."
"What was the average household expenditure on Alcoholic beverages for One person households in 2021?","The yearly average was $715.00, which is about $59.58 per month."
"What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants for One person households in 2021?","The yearly average was $188.00, which is about $15.67 per month."
"What was the average household expenditure on Alcoholic beverages purchased from stores for One person households in 2021?","The yearly average was $525.00, which is about $43.75 per month."
"What was the average household expenditure on Games of chance for One person households in 2021?","The yearly average was $116.00, which is about $9.67 per month."
"What was the average household expenditure on Government-run lotteries for One person households in 2021?","The yearly average was $101.00, which is about $8.42 per month."
"What was the average household expenditure on Miscellaneous expenditures for One person households in 2021?","The yearly average was $983.00, which is about $81.92 per month."
"What was the average household expenditure on Financial services for One person households in 2021?","The yearly average was $418.00, which is about $34.83 per month."
"What was the average household expenditure on Service charges for banks and other financial institutions for One person households in 2021?","The yearly average was $98.00, which is about $8.17 per month."
"What was the average household expenditure on Administration fees for brokers and stock and bond commissions for One person households in 2021?","The yearly average was $203.00, which is about $16.92 per month."
"What was the average household expenditure on Other financial services for One person households in 2021?","The yearly average was $116.00, which is about $9.67 per month."
"What was the average household expenditure on Other miscellaneous goods and services for One person households in 2021?","The yearly average was $565.00, which is about $47.08 per month."
"What was the average household expenditure on Fines for One person households in 2021?","The yearly average was $24.00, which is about $2.00 per month."
"What was the average household expenditure on Legal services not related to dwellings for One person households in 2021?","The yearly average was $98.00, which is about $8.17 per month."
"What was the average household expenditure on Dues to unions and professional associations for One person households in 2021?","The yearly average was $138.00, which is about $11.50 per month."
"What was the average household expenditure on Contributions and dues for social clubs and other organizations for One person households in 2021?","The yearly average was $26.00, which is about $2.17 per month."
"What was the average household expenditure on Funeral services for One person households in 2021?","The yearly average was $166.00, which is about $13.83 per month."
"What was the average household expenditure on Government services for One person households in 2021?","The yearly average was $11.00, which is about $0.92 per month."
