question,answer
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for One person households in 2021?",$7.0
What was the average household expenditure on Other expenses for owned secondary residences for One person households in 2021?,$78.0
What was the average household expenditure on Other owned properties for One person households in 2021?,$182.0
What was the average household expenditure on Accommodation away from home for One person households in 2021?,$157.0
What was the average household expenditure on Hotels and motels for One person households in 2021?,$76.0
What was the average household expenditure on Other accommodation away from home for One person households in 2021?,$81.0
What was the average household expenditure on Household operations for One person households in 2021?,$3339.0
What was the average household expenditure on Communications for One person households in 2021?,$1928.0
What was the average household expenditure on Telephone for One person households in 2021?,$997.0
What was the average household expenditure on Landline telephone services for One person households in 2021?,$201.0
What was the average household expenditure on Cell phone and pager services for One person households in 2021?,$658.0
What was the average household expenditure on Purchase of telephones and equipment for One person households in 2021?,$138.0
What was the average household expenditure on Internet access services for One person households in 2021?,$718.0
What was the average household expenditure on Digital services for One person households in 2021?,$115.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for One person households in 2021?",$97.0
What was the average household expenditure on Domestic and other custodial services (excluding child care) for One person households in 2021?,$109.0
What was the average household expenditure on Pet expenses for One person households in 2021?,$437.0
What was the average household expenditure on Pet food and pet-related goods for One person households in 2021?,$243.0
What was the average household expenditure on Purchase of pets for One person households in 2021?,$19.0
What was the average household expenditure on Veterinarian and other services for One person households in 2021?,$175.0
What was the average household expenditure on Household cleaning supplies and equipment for One person households in 2021?,$152.0
What was the average household expenditure on Detergent and other soaps for One person households in 2021?,$56.0
What was the average household expenditure on Cleaning equipment (non-electric) for One person households in 2021?,$nan
What was the average household expenditure on Other household cleaning supplies for One person households in 2021?,$79.0
"What was the average household expenditure on Paper, plastic and foil supplies for One person households in 2021?",$252.0
What was the average household expenditure on Stationery (excluding school supplies) for One person households in 2021?,$69.0
What was the average household expenditure on Other paper supplies for One person households in 2021?,$144.0
What was the average household expenditure on Plastic and foil supplies for One person households in 2021?,$39.0
What was the average household expenditure on Garden supplies and services for One person households in 2021?,$320.0
"What was the average household expenditure on Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds for One person households in 2021?",$146.0
"What was the average household expenditure on Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners for One person households in 2021?",$47.0
"What was the average household expenditure on Groundskeeping services, snow and garbage removal for One person households in 2021?",$127.0
What was the average household expenditure on Other household supplies for One person households in 2021?,$106.0
What was the average household expenditure on Child care for One person households in 2021?,$nan
What was the average household expenditure on Child care outside the home for One person households in 2021?,$nan
What was the average household expenditure on Child care in the home (regular and occasional) for One person households in 2021?,$nan
What was the average household expenditure on Household furnishings and equipment for One person households in 2021?,$1749.0
What was the average household expenditure on Household furnishings for One person households in 2021?,$721.0
What was the average household expenditure on Furniture for One person households in 2021?,$470.0
"What was the average household expenditure on Rugs, mats and underpadding for One person households in 2021?",$31.0
"What was the average household expenditure on Works of art, carvings and other decorative ware for One person households in 2021?",$80.0
What was the average household expenditure on Linens for One person households in 2021?,$78.0
"What was the average household expenditure on Other household furnishings (curtains, mirrors and picture frames) for One person households in 2021?",$62.0
What was the average household expenditure on Household equipment for One person households in 2021?,$874.0
What was the average household expenditure on Household appliances for One person households in 2021?,$357.0
What was the average household expenditure on Refrigerators and freezers for One person households in 2021?,$86.0
What was the average household expenditure on Microwave ovens and cooking appliances for One person households in 2021?,$64.0
"What was the average household expenditure on Washers, dryers and dishwashers for One person households in 2021?",$76.0
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers for One person households in 2021?",$70.0
What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) for One person households in 2021?,$61.0
What was the average household expenditure on Other household equipment for One person households in 2021?,$517.0
What was the average household expenditure on Home and workshop tools and equipment for One person households in 2021?,$99.0
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools for One person households in 2021?",$115.0
What was the average household expenditure on Non-electric kitchen and cooking equipment for One person households in 2021?,$53.0
"What was the average household expenditure on Other household equipment, parts and accessories for One person households in 2021?",$nan
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment for One person households in 2021?",$93.0
What was the average household expenditure on Services related to household furnishings and equipment for One person households in 2021?,$61.0
What was the average household expenditure on Rental of heating equipment for One person households in 2021?,$29.0
What was the average household expenditure on Home security services for One person households in 2021?,$32.0
What was the average household expenditure on Clothing and accessories for One person households in 2021?,$1083.0
What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) for One person households in 2021?,$442.0
What was the average household expenditure on Clothing (women and girls aged 14 years and over) for One person households in 2021?,$326.0
What was the average household expenditure on Footwear (women and girls aged 14 years and over) for One person households in 2021?,$116.0
What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) for One person households in 2021?,$267.0
What was the average household expenditure on Clothing (men and boys aged 14 years and over) for One person households in 2021?,$185.0
What was the average household expenditure on Footwear (men and boys aged 14 years and over) for One person households in 2021?,$82.0
What was the average household expenditure on Children's wear (children under 14 years of age) for One person households in 2021?,$40.0
What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) for One person households in 2021?,$31.0
What was the average household expenditure on Footwear (children under 14 years of age) for One person households in 2021?,$9.0
What was the average household expenditure on Athletic footwear for One person households in 2021?,$75.0
What was the average household expenditure on Accessories for One person households in 2021?,$61.0
What was the average household expenditure on Watches and jewellery for One person households in 2021?,$61.0
"What was the average household expenditure on Clothing material, yarn, thread and other notions for One person households in 2021?",$34.0
What was the average household expenditure on Clothing services for One person households in 2021?,$102.0
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services for One person households in 2021?",$67.0
"What was the average household expenditure on Services for clothing, footwear and jewellery for One person households in 2021?",$35.0
What was the average household expenditure on Transportation for One person households in 2021?,$4551.0
What was the average household expenditure on Private transportation for One person households in 2021?,$4160.0
"What was the average household expenditure on Private use automobiles, vans and trucks for One person households in 2021?",$1661.0
"What was the average household expenditure on Purchase of automobiles, vans and trucks for One person households in 2021?",$1510.0
What was the average household expenditure on Automobiles (purchase) for One person households in 2021?,$383.0
"What was the average household expenditure on Vans (including mini-vans, purchase) for One person households in 2021?",$nan
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) for One person households in 2021?",$1110.0
"What was the average household expenditure on Accessories for automobiles, vans and trucks for One person households in 2021?",$14.0
"What was the average household expenditure on Fees for leased automobiles, vans and trucks for One person households in 2021?",$138.0
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks for One person households in 2021?",$134.0
What was the average household expenditure on Regular fees for leased automobiles for One person households in 2021?,$76.0
What was the average household expenditure on Regular fees for leased vans and trucks for One person households in 2021?,$58.0
"What was the average household expenditure on Other costs for leased automobiles, vans and trucks (include down payment and closing costs) for One person households in 2021?",$nan
"What was the average household expenditure on Rented automobiles, vans and trucks for One person households in 2021?",$42.0
"What was the average household expenditure on Automobile, van and truck operations for One person households in 2021?",$2457.0
"What was the average household expenditure on Registration fees for automobiles, vans and trucks (including insurance if part of registration) for One person households in 2021?",$300.0
What was the average household expenditure on Private and public vehicle insurance premiums for One person households in 2021?,$550.0
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles for One person households in 2021?",$130.0
What was the average household expenditure on Maintenance and repairs of vehicles for One person households in 2021?,$376.0
"What was the average household expenditure on Vehicle operation, security and communication services for One person households in 2021?",$26.0
What was the average household expenditure on Gas and other fuels (all vehicles and tools) for One person households in 2021?,$962.0
What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) for One person households in 2021?,$68.0
"What was the average household expenditure on Drivers' licences and tests, and driving lessons for One person households in 2021?",$44.0
What was the average household expenditure on Drivers' licences and tests for One person households in 2021?,$35.0
What was the average household expenditure on Driving lessons for One person households in 2021?,$10.0
What was the average household expenditure on Public transportation for One person households in 2021?,$391.0
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train for One person households in 2021?",$97.0
What was the average household expenditure on Taxi (including tips) for One person households in 2021?,$42.0
What was the average household expenditure on Peer-to-peer ride services for One person households in 2021?,$38.0
What was the average household expenditure on Other local passenger transportation for One person households in 2021?,$12.0
What was the average household expenditure on Airplane for One person households in 2021?,$124.0
What was the average household expenditure on Inter-city bus for One person households in 2021?,$2.0
What was the average household expenditure on Other inter-city passenger transportation services for One person households in 2021?,$10.0
What was the average household expenditure on Household moving and storage services for One person households in 2021?,$66.0
What was the average household expenditure on Health care for One person households in 2021?,$1723.0
What was the average household expenditure on Direct health care costs to household for One person households in 2021?,$1359.0
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use for One person households in 2021?",$333.0
What was the average household expenditure on Prescribed medicines and pharmaceutical products for One person households in 2021?,$324.0
What was the average household expenditure on Cannabis for medical use for One person households in 2021?,$9.0
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment for One person households in 2021?",$375.0
What was the average household expenditure on Health care services for One person households in 2021?,$247.0
What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) for One person households in 2021?,$130.0
What was the average household expenditure on Health care by general practitioners and specialists for One person households in 2021?,$22.0
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services for One person households in 2021?",$24.0
"What was the average household expenditure on Hospital care, nursing homes and other residential care facilities for One person households in 2021?",$nan
What was the average household expenditure on Eye-care goods and services for One person households in 2021?,$149.0
What was the average household expenditure on Prescription eye wear for One person households in 2021?,$105.0
What was the average household expenditure on Non-prescription eye wear and other eye-care goods for One person households in 2021?,$18.0
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) for One person households in 2021?",$26.0
What was the average household expenditure on Dental services for One person households in 2021?,$256.0
What was the average household expenditure on Private health insurance plan premiums for One person households in 2021?,$364.0
What was the average household expenditure on Private health and dental plan premiums for One person households in 2021?,$299.0
What was the average household expenditure on Accident or disability insurance premiums for One person households in 2021?,$65.0
What was the average household expenditure on Personal care for One person households in 2021?,$893.0
What was the average household expenditure on Personal care products for One person households in 2021?,$452.0
What was the average household expenditure on Hair care products for One person households in 2021?,$44.0
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products for One person households in 2021?",$166.0
"What was the average household expenditure on Makeup, skin care and manicure products for One person households in 2021?",$143.0
What was the average household expenditure on Fragrance products for One person households in 2021?,$nan
What was the average household expenditure on Personal deodorants for One person households in 2021?,$nan
What was the average household expenditure on Body soaps for One person households in 2021?,$28.0
What was the average household expenditure on Oral hygiene products for One person households in 2021?,$50.0
What was the average household expenditure on Disposable diapers for One person households in 2021?,$nan
What was the average household expenditure on Other personal care supplies and equipment for One person households in 2021?,$138.0
What was the average household expenditure on Personal care services for One person households in 2021?,$441.0
What was the average household expenditure on Hair grooming services for One person households in 2021?,$301.0
What was the average household expenditure on Other personal care services for One person households in 2021?,$139.0
What was the average household expenditure on Recreation for One person households in 2021?,$2170.0
What was the average household expenditure on Recreational equipment and related services for One person households in 2021?,$658.0
"What was the average household expenditure on Sports, athletic and recreational equipment and related services for One person households in 2021?",$75.0
What was the average household expenditure on Outdoor play equipment and accessories for One person households in 2021?,$nan
What was the average household expenditure on Children's toys for One person households in 2021?,$nan
What was the average household expenditure on Video game systems and accessories (excluding for computers) for One person households in 2021?,$nan
What was the average household expenditure on Art and craft materials for One person households in 2021?,$nan
What was the average household expenditure on Computer equipment and supplies for One person households in 2021?,$343.0
What was the average household expenditure on Computer hardware for One person households in 2021?,$191.0
What was the average household expenditure on Computer software and video game systems for One person households in 2021?,$nan
What was the average household expenditure on Computer supplies and other equipment for One person households in 2021?,$38.0
What was the average household expenditure on Tablet computers for One person households in 2021?,$58.0
What was the average household expenditure on E-Book readers for One person households in 2021?,$4.0
What was the average household expenditure on Wearable electronic devices for One person households in 2021?,$31.0
What was the average household expenditure on Photographic goods and services for One person households in 2021?,$44.0
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment for One person households in 2021?",$22.0
What was the average household expenditure on Photographic services for One person households in 2021?,$22.0
What was the average household expenditure on Other recreational equipment for One person households in 2021?,$nan
What was the average household expenditure on Home entertainment equipment and services for One person households in 2021?,$201.0
What was the average household expenditure on Home entertainment equipment for One person households in 2021?,$174.0
What was the average household expenditure on Audio equipment and home theatre systems for One person households in 2021?,$51.0
What was the average household expenditure on Video equipment for One person households in 2021?,$106.0
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories for One person households in 2021?",$17.0
What was the average household expenditure on Televisions for One person households in 2021?,$89.0
"What was the average household expenditure on Pre-recorded media, music downloads and blank audio and video media for One person households in 2021?",$nan
What was the average household expenditure on Home entertainment services for One person households in 2021?,$27.0
"What was the average household expenditure on Rental of videotapes, DVDs and video games for One person households in 2021?",$nan
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment for One person households in 2021?",$26.0
What was the average household expenditure on Recreational services for One person households in 2021?,$815.0
What was the average household expenditure on Entertainment for One person households in 2021?,$573.0
What was the average household expenditure on Movie theatres for One person households in 2021?,$nan
What was the average household expenditure on Live sporting and performing arts events for One person households in 2021?,$nan
"What was the average household expenditure on Admission fees to museums, zoos and other sites for One person households in 2021?",$nan
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) for One person households in 2021?",$479.0
What was the average household expenditure on Use of recreational facilities and fees for other recreational activities for One person households in 2021?,$117.0
What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities for One person households in 2021?,$112.0
What was the average household expenditure on Children's camps for One person households in 2021?,$nan
What was the average household expenditure on Package trips for One person households in 2021?,$110.0
What was the average household expenditure on Other recreational services for One person households in 2021?,$14.0
What was the average household expenditure on Recreational vehicles and associated services for One person households in 2021?,$496.0
What was the average household expenditure on Purchase of recreational vehicles for One person households in 2021?,$375.0
What was the average household expenditure on Motorcycles and snowmobiles (purchase) for One person households in 2021?,$nan
What was the average household expenditure on All-terrain vehicles (purchase) for One person households in 2021?,$nan
What was the average household expenditure on Bicycles (purchase) for One person households in 2021?,$53.0
What was the average household expenditure on Other recreational vehicles (purchase) for One person households in 2021?,$232.0
What was the average household expenditure on Operation of recreational vehicles for One person households in 2021?,$122.0
What was the average household expenditure on Insurance premiums for recreational vehicles for One person households in 2021?,$32.0
What was the average household expenditure on Registration fees and licences for recreational vehicles for One person households in 2021?,$12.0
"What was the average household expenditure on Parking, storage fees and other dues for One person households in 2021?",$15.0
What was the average household expenditure on Other expenses for recreational vehicles for One person households in 2021?,$62.0
What was the average household expenditure on Education for One person households in 2021?,$713.0
What was the average household expenditure on Tuition fees for One person households in 2021?,$682.0
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools for One person households in 2021?",$nan
What was the average household expenditure on Tuition fees for university for One person households in 2021?,$nan
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) for One person households in 2021?",$nan
What was the average household expenditure on Other educational services for One person households in 2021?,$nan
What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for One person households in 2021?,$53.0
What was the average household expenditure on Textbooks and school supplies for One person households in 2021?,$31.0
What was the average household expenditure on Reading materials and other printed matter for One person households in 2021?,$158.0
What was the average household expenditure on Newspapers for One person households in 2021?,$nan
What was the average household expenditure on Magazines and periodicals for One person households in 2021?,$nan
What was the average household expenditure on Books and E-Books (excluding school books) for One person households in 2021?,$78.0
"What was the average household expenditure on Maps, sheet music and other printed matter for One person households in 2021?",$nan
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) for One person households in 2021?",$14.0
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use for One person households in 2021?",$1281.0
What was the average household expenditure on Tobacco products and smokers' supplies for One person households in 2021?,$441.0
What was the average household expenditure on Cigarettes for One person households in 2021?,$411.0
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes for One person households in 2021?",$30.0
What was the average household expenditure on Cannabis for non-medical use for One person households in 2021?,$125.0
What was the average household expenditure on Alcoholic beverages for One person households in 2021?,$715.0
What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants for One person households in 2021?,$188.0
What was the average household expenditure on Alcoholic beverages purchased from stores for One person households in 2021?,$525.0
What was the average household expenditure on Self-made alcoholic beverages for One person households in 2021?,$nan
What was the average household expenditure on Games of chance for One person households in 2021?,$116.0
What was the average household expenditure on Government-run lotteries for One person households in 2021?,$101.0
What was the average household expenditure on Other games of chance for One person households in 2021?,$nan
"What was the average household expenditure on Casinos, bingos and gaming machines for One person households in 2021?",$nan
What was the average household expenditure on Non-government lotteries and raffle tickets for One person households in 2021?,$nan
What was the average household expenditure on Miscellaneous expenditures for One person households in 2021?,$983.0
What was the average household expenditure on Financial services for One person households in 2021?,$418.0
What was the average household expenditure on Service charges for banks and other financial institutions for One person households in 2021?,$98.0
What was the average household expenditure on Administration fees for brokers and stock and bond commissions for One person households in 2021?,$203.0
What was the average household expenditure on Other financial services for One person households in 2021?,$116.0
What was the average household expenditure on Other miscellaneous goods and services for One person households in 2021?,$565.0
What was the average household expenditure on Fines for One person households in 2021?,$24.0
What was the average household expenditure on Legal services not related to dwellings for One person households in 2021?,$98.0
What was the average household expenditure on Dues to unions and professional associations for One person households in 2021?,$138.0
What was the average household expenditure on Contributions and dues for social clubs and other organizations for One person households in 2021?,$26.0
What was the average household expenditure on Funeral services for One person households in 2021?,$166.0
What was the average household expenditure on Government services for One person households in 2021?,$11.0
What was the average household expenditure on Wholesale/retail memberships for One person households in 2021?,$51.0
What was the average household expenditure on Convenience fees for One person households in 2021?,$nan
What was the average household expenditure on Other goods and services for One person households in 2021?,$nan
What was the average household expenditure on Discounts and refunds for One person households in 2021?,$nan
What was the average household expenditure on Recycling fees and other environmental fees for One person households in 2021?,$5.0
What was the average household expenditure on Other general expenditures for One person households in 2021?,$nan
What was the average household expenditure on Income taxes for One person households in 2021?,$7782.0
What was the average household expenditure on Personal insurance payments and pension contributions for One person households in 2021?,$2232.0
What was the average household expenditure on Employment insurance and Quebec parental insurance premiums for One person households in 2021?,$276.0
What was the average household expenditure on Retirement and pension fund payments for One person households in 2021?,$1734.0
"What was the average household expenditure on Premiums on life, term and endowment insurance for One person households in 2021?",$222.0
"What was the average household expenditure on Gifts of money, support payments and charitable contributions for One person households in 2021?",$1316.0
What was the average household expenditure on Gifts of money and support payments for One person households in 2021?,$744.0
What was the average household expenditure on Gifts of money to persons living in Canada for One person households in 2021?,$526.0
What was the average household expenditure on Gifts of money to persons living outside Canada for One person households in 2021?,$105.0
What was the average household expenditure on Alimony and child support for One person households in 2021?,$114.0
What was the average household expenditure on Charitable contributions for One person households in 2021?,$572.0
What was the average household expenditure on Total expenditure for Couples without children in 2021?,$91121.0
What was the average household expenditure on Total current consumption for Couples without children in 2021?,$64871.0
What was the average household expenditure on Food expenditures for Couples without children in 2021?,$9744.0
What was the average household expenditure on Food purchased from stores for Couples without children in 2021?,$7593.0
What was the average household expenditure on Bakery products for Couples without children in 2021?,$675.0
What was the average household expenditure on Cereal grains and cereal products for Couples without children in 2021?,$375.0
"What was the average household expenditure on Fruit, fruit preparations and nuts for Couples without children in 2021?",$941.0
What was the average household expenditure on Vegetables and vegetable preparations for Couples without children in 2021?,$917.0
What was the average household expenditure on Dairy products and eggs for Couples without children in 2021?,$1079.0
What was the average household expenditure on Meat for Couples without children in 2021?,$1458.0
What was the average household expenditure on Fish and seafood for Couples without children in 2021?,$300.0
What was the average household expenditure on Non-alcoholic beverages and other food products for Couples without children in 2021?,$1848.0
What was the average household expenditure on Ready-to-cook meal delivery services for Couples without children in 2021?,$34.0
What was the average household expenditure on Food purchased from restaurants for Couples without children in 2021?,$2117.0
What was the average household expenditure on Restaurant meals for Couples without children in 2021?,$1936.0
What was the average household expenditure on Restaurant snacks and beverages for Couples without children in 2021?,$181.0
What was the average household expenditure on Shelter for Couples without children in 2021?,$19521.0
What was the average household expenditure on Principal accommodation for Couples without children in 2021?,$17809.0
What was the average household expenditure on Rented living quarters for Couples without children in 2021?,$3279.0
What was the average household expenditure on Rent for Couples without children in 2021?,$3164.0
What was the average household expenditure on Tenants' repairs and improvements for Couples without children in 2021?,$20.0
What was the average household expenditure on Tenants' insurance premiums for Couples without children in 2021?,$63.0
What was the average household expenditure on Parking at rented living quarters (excluding amounts reported with rent) for Couples without children in 2021?,$33.0
What was the average household expenditure on Owned living quarters for Couples without children in 2021?,$11698.0
What was the average household expenditure on Mortgage paid for owned living quarters for Couples without children in 2021?,$5256.0
What was the average household expenditure on Repairs and maintenance for owned living quarters for Couples without children in 2021?,$1036.0
What was the average household expenditure on Condominium fees for owned living quarters for Couples without children in 2021?,$558.0
What was the average household expenditure on Property and school taxes for owned living quarters for Couples without children in 2021?,$2687.0
What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for Couples without children in 2021?,$1134.0
What was the average household expenditure on Other expenditures for owned living quarters for Couples without children in 2021?,$1026.0
What was the average household expenditure on Commissions for sale of real estate owned by the household for Couples without children in 2021?,$254.0
What was the average household expenditure on Legal fees related to owned living quarters for Couples without children in 2021?,$86.0
What was the average household expenditure on Mortgage insurance premiums for owned living quarters for Couples without children in 2021?,$196.0
"What was the average household expenditure on Registration fees, renewal fees and early renewal or closing penalties for owned living quarters for Couples without children in 2021?",$72.0
What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for Couples without children in 2021?,$336.0
What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for Couples without children in 2021?,$82.0
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for Couples without children in 2021?",$2833.0
What was the average household expenditure on Water and sewage for principal accommodation for Couples without children in 2021?,$465.0
What was the average household expenditure on Electricity for principal accommodation for Couples without children in 2021?,$1580.0
What was the average household expenditure on Natural gas for principal accommodation for Couples without children in 2021?,$543.0
What was the average household expenditure on Other fuel for principal accommodation for Couples without children in 2021?,$244.0
What was the average household expenditure on Other accommodation for Couples without children in 2021?,$1712.0
What was the average household expenditure on Owned secondary residences for Couples without children in 2021?,$880.0
What was the average household expenditure on Mortgage paid for owned secondary residences for Couples without children in 2021?,$130.0
"What was the average household expenditure on Property and school taxes, water and sewage charges for owned secondary residences for Couples without children in 2021?",$209.0
What was the average household expenditure on Insurance premiums for owned secondary residences for Couples without children in 2021?,$79.0
What was the average household expenditure on Electricity and fuel (e.g. natural gas and wood) for owned secondary residences for Couples without children in 2021?,$86.0
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for Couples without children in 2021?",$37.0
What was the average household expenditure on Other expenses for owned secondary residences for Couples without children in 2021?,$339.0
What was the average household expenditure on Other owned properties for Couples without children in 2021?,$371.0
What was the average household expenditure on Accommodation away from home for Couples without children in 2021?,$461.0
What was the average household expenditure on Hotels and motels for Couples without children in 2021?,$256.0
What was the average household expenditure on Other accommodation away from home for Couples without children in 2021?,$205.0
What was the average household expenditure on Household operations for Couples without children in 2021?,$5257.0
What was the average household expenditure on Communications for Couples without children in 2021?,$2897.0
What was the average household expenditure on Telephone for Couples without children in 2021?,$1686.0
What was the average household expenditure on Landline telephone services for Couples without children in 2021?,$275.0
What was the average household expenditure on Cell phone and pager services for Couples without children in 2021?,$1205.0
