REF_DATE,GEO,Household type,"Household expenditures, summary-level categories",VALUE
2021,Canada,One person households,Non-electric kitchen and cooking equipment,53.0
2021,Canada,One person households,"Maintenance, rental, repairs and services related to household furnishings and equipment",93.0
2021,Canada,One person households,Services related to household furnishings and equipment,61.0
2021,Canada,One person households,Rental of heating equipment,29.0
2021,Canada,One person households,Home security services,32.0
2021,Canada,One person households,Clothing and accessories,1083.0
2021,Canada,One person households,Women's and girls' wear (women and girls aged 14 years and over),442.0
2021,Canada,One person households,Clothing (women and girls aged 14 years and over),326.0
2021,Canada,One person households,Footwear (women and girls aged 14 years and over),116.0
2021,Canada,One person households,Men's and boys' wear (men and boys aged 14 years and over),267.0
2021,Canada,One person households,Clothing (men and boys aged 14 years and over),185.0
2021,Canada,One person households,Footwear (men and boys aged 14 years and over),82.0
2021,Canada,One person households,Children's wear (children under 14 years of age),40.0
2021,Canada,One person households,Clothing and cloth diapers (children under 14 years of age),31.0
2021,Canada,One person households,Footwear (children under 14 years of age),9.0
2021,Canada,One person households,Athletic footwear,75.0
2021,Canada,One person households,Accessories,61.0
2021,Canada,One person households,Watches and jewellery,61.0
2021,Canada,One person households,"Clothing material, yarn, thread and other notions",34.0
2021,Canada,One person households,Clothing services,102.0
2021,Canada,One person households,"Laundromats, dry-cleaning and laundry services",67.0
2021,Canada,One person households,"Services for clothing, footwear and jewellery",35.0
2021,Canada,One person households,Transportation,4551.0
2021,Canada,One person households,Private transportation,4160.0
2021,Canada,One person households,"Private use automobiles, vans and trucks",1661.0
2021,Canada,One person households,"Purchase of automobiles, vans and trucks",1510.0
2021,Canada,One person households,Automobiles (purchase),383.0
2021,Canada,One person households,"Trucks (including sport utility vehicles, purchase)",1110.0
2021,Canada,One person households,"Accessories for automobiles, vans and trucks",14.0
2021,Canada,One person households,"Fees for leased automobiles, vans and trucks",138.0
2021,Canada,One person households,"Regular fees for leased automobiles, vans and trucks",134.0
2021,Canada,One person households,Regular fees for leased automobiles,76.0
2021,Canada,One person households,Regular fees for leased vans and trucks,58.0
2021,Canada,One person households,"Rented automobiles, vans and trucks",42.0
2021,Canada,One person households,"Automobile, van and truck operations",2457.0
2021,Canada,One person households,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",300.0
2021,Canada,One person households,Private and public vehicle insurance premiums,550.0
2021,Canada,One person households,"Tires, batteries, and other parts and supplies for vehicles",130.0
2021,Canada,One person households,Maintenance and repairs of vehicles,376.0
2021,Canada,One person households,"Vehicle operation, security and communication services",26.0
2021,Canada,One person households,Gas and other fuels (all vehicles and tools),962.0
2021,Canada,One person households,Parking (excluding parking fees included in rent and traffic and parking tickets),68.0
2021,Canada,One person households,"Drivers' licences and tests, and driving lessons",44.0
2021,Canada,One person households,Drivers' licences and tests,35.0
2021,Canada,One person households,Driving lessons,10.0
2021,Canada,One person households,Public transportation,391.0
2021,Canada,One person households,"City or commuter bus, subway, streetcar and commuter train",97.0
2021,Canada,One person households,Taxi (including tips),42.0
2021,Canada,One person households,Peer-to-peer ride services,38.0
2021,Canada,One person households,Other local passenger transportation,12.0
2021,Canada,One person households,Airplane,124.0
2021,Canada,One person households,Inter-city bus,2.0
2021,Canada,One person households,Other inter-city passenger transportation services,10.0
2021,Canada,One person households,Household moving and storage services,66.0
2021,Canada,One person households,Health care,1723.0
2021,Canada,One person households,Direct health care costs to household,1359.0
2021,Canada,One person households,"Prescribed medicines, pharmaceutical products and cannabis for medical use",333.0
2021,Canada,One person households,Prescribed medicines and pharmaceutical products,324.0
2021,Canada,One person households,Cannabis for medical use,9.0
2021,Canada,One person households,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",375.0
2021,Canada,One person households,Health care services,247.0
2021,Canada,One person households,Health care practitioners (excluding general practitioners and specialists),130.0
2021,Canada,One person households,Health care by general practitioners and specialists,22.0
2021,Canada,One person households,"Weight control programs, smoking cessation programs and other medical services",24.0
2021,Canada,One person households,Eye-care goods and services,149.0
2021,Canada,One person households,Prescription eye wear,105.0
2021,Canada,One person households,Non-prescription eye wear and other eye-care goods,18.0
2021,Canada,One person households,"Eye-care services (e.g. surgery, exams)",26.0
2021,Canada,One person households,Dental services,256.0
2021,Canada,One person households,Private health insurance plan premiums,364.0
2021,Canada,One person households,Private health and dental plan premiums,299.0
2021,Canada,One person households,Accident or disability insurance premiums,65.0
2021,Canada,One person households,Personal care,893.0
2021,Canada,One person households,Personal care products,452.0
2021,Canada,One person households,Hair care products,44.0
2021,Canada,One person households,"Makeup, skin care, manicure and fragrance products",166.0
2021,Canada,One person households,"Makeup, skin care and manicure products",143.0
2021,Canada,One person households,Body soaps,28.0
2021,Canada,One person households,Oral hygiene products,50.0
2021,Canada,One person households,Other personal care supplies and equipment,138.0
2021,Canada,One person households,Personal care services,441.0
2021,Canada,One person households,Hair grooming services,301.0
2021,Canada,One person households,Other personal care services,139.0
2021,Canada,One person households,Recreation,2170.0
2021,Canada,One person households,Recreational equipment and related services,658.0
2021,Canada,One person households,"Sports, athletic and recreational equipment and related services",75.0
2021,Canada,One person households,Computer equipment and supplies,343.0
2021,Canada,One person households,Computer hardware,191.0
2021,Canada,One person households,Computer supplies and other equipment,38.0
2021,Canada,One person households,Tablet computers,58.0
2021,Canada,One person households,E-Book readers,4.0
2021,Canada,One person households,Wearable electronic devices,31.0
2021,Canada,One person households,Photographic goods and services,44.0
2021,Canada,One person households,"Camcorders, cameras, parts, accessories and related equipment",22.0
2021,Canada,One person households,Photographic services,22.0
2021,Canada,One person households,Home entertainment equipment and services,201.0
2021,Canada,One person households,Home entertainment equipment,174.0
2021,Canada,One person households,Audio equipment and home theatre systems,51.0
2021,Canada,One person households,Video equipment,106.0
2021,Canada,One person households,"DVD players, Blu-Ray players and other video equipment and accessories",17.0
2021,Canada,One person households,Televisions,89.0
2021,Canada,One person households,Home entertainment services,27.0
2021,Canada,One person households,"Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",26.0
2021,Canada,One person households,Recreational services,815.0
2021,Canada,One person households,Entertainment,573.0
2021,Canada,One person households,"Television and satellite radio services (including installation, service and pay TV charges)",479.0
2021,Canada,One person households,Use of recreational facilities and fees for other recreational activities,117.0
2021,Canada,One person households,Dues and fees for sports and recreational activities and athletic and recreational facilities,112.0
2021,Canada,One person households,Package trips,110.0
2021,Canada,One person households,Other recreational services,14.0
2021,Canada,One person households,Recreational vehicles and associated services,496.0
2021,Canada,One person households,Purchase of recreational vehicles,375.0
2021,Canada,One person households,Bicycles (purchase),53.0
2021,Canada,One person households,Other recreational vehicles (purchase),232.0
2021,Canada,One person households,Operation of recreational vehicles,122.0
2021,Canada,One person households,Insurance premiums for recreational vehicles,32.0
2021,Canada,One person households,Registration fees and licences for recreational vehicles,12.0
2021,Canada,One person households,"Parking, storage fees and other dues",15.0
2021,Canada,One person households,Other expenses for recreational vehicles,62.0
2021,Canada,One person households,Education,713.0
2021,Canada,One person households,Tuition fees,682.0
2021,Canada,One person households,Personal interest courses and lessons (excluding driving lessons),53.0
2021,Canada,One person households,Textbooks and school supplies,31.0
2021,Canada,One person households,Reading materials and other printed matter,158.0
2021,Canada,One person households,Books and E-Books (excluding school books),78.0
2021,Canada,One person households,"Services related to reading materials (e.g. photocopying, library fees)",14.0
2021,Canada,One person households,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1281.0
2021,Canada,One person households,Tobacco products and smokers' supplies,441.0
2021,Canada,One person households,Cigarettes,411.0
2021,Canada,One person households,"Other tobacco products, smokers' supplies and e-cigarettes",30.0
2021,Canada,One person households,Cannabis for non-medical use,125.0
2021,Canada,One person households,Alcoholic beverages,715.0
2021,Canada,One person households,Alcoholic beverages served on licensed premises and in restaurants,188.0
2021,Canada,One person households,Alcoholic beverages purchased from stores,525.0
2021,Canada,One person households,Games of chance,116.0
2021,Canada,One person households,Government-run lotteries,101.0
2021,Canada,One person households,Miscellaneous expenditures,983.0
2021,Canada,One person households,Financial services,418.0
2021,Canada,One person households,Service charges for banks and other financial institutions,98.0
2021,Canada,One person households,Administration fees for brokers and stock and bond commissions,203.0
2021,Canada,One person households,Other financial services,116.0
2021,Canada,One person households,Other miscellaneous goods and services,565.0
2021,Canada,One person households,Fines,24.0
2021,Canada,One person households,Legal services not related to dwellings,98.0
2021,Canada,One person households,Dues to unions and professional associations,138.0
2021,Canada,One person households,Contributions and dues for social clubs and other organizations,26.0
2021,Canada,One person households,Funeral services,166.0
2021,Canada,One person households,Government services,11.0
2021,Canada,One person households,Wholesale/retail memberships,51.0
2021,Canada,One person households,Recycling fees and other environmental fees,5.0
2021,Canada,One person households,Income taxes,7782.0
2021,Canada,One person households,Personal insurance payments and pension contributions,2232.0
2021,Canada,One person households,Employment insurance and Quebec parental insurance premiums,276.0
2021,Canada,One person households,Retirement and pension fund payments,1734.0
2021,Canada,One person households,"Premiums on life, term and endowment insurance",222.0
2021,Canada,One person households,"Gifts of money, support payments and charitable contributions",1316.0
2021,Canada,One person households,Gifts of money and support payments,744.0
2021,Canada,One person households,Gifts of money to persons living in Canada,526.0
2021,Canada,One person households,Gifts of money to persons living outside Canada,105.0
2021,Canada,One person households,Alimony and child support,114.0
2021,Canada,One person households,Charitable contributions,572.0
2021,Canada,Couples without children,Total expenditure,91121.0
2021,Canada,Couples without children,Total current consumption,64871.0
2021,Canada,Couples without children,Food expenditures,9744.0
2021,Canada,Couples without children,Food purchased from stores,7593.0
2021,Canada,Couples without children,Bakery products,675.0
2021,Canada,Couples without children,Cereal grains and cereal products,375.0
2021,Canada,Couples without children,"Fruit, fruit preparations and nuts",941.0
2021,Canada,Couples without children,Vegetables and vegetable preparations,917.0
2021,Canada,Couples without children,Dairy products and eggs,1079.0
2021,Canada,Couples without children,Meat,1458.0
2021,Canada,Couples without children,Fish and seafood,300.0
2021,Canada,Couples without children,Non-alcoholic beverages and other food products,1848.0
2021,Canada,Couples without children,Ready-to-cook meal delivery services,34.0
2021,Canada,Couples without children,Food purchased from restaurants,2117.0
2021,Canada,Couples without children,Restaurant meals,1936.0
2021,Canada,Couples without children,Restaurant snacks and beverages,181.0
2021,Canada,Couples without children,Shelter,19521.0
2021,Canada,Couples without children,Principal accommodation,17809.0
2021,Canada,Couples without children,Rented living quarters,3279.0
2021,Canada,Couples without children,Rent,3164.0
2021,Canada,Couples without children,Tenants' repairs and improvements,20.0
2021,Canada,Couples without children,Tenants' insurance premiums,63.0
2021,Canada,Couples without children,Parking at rented living quarters (excluding amounts reported with rent),33.0
2021,Canada,Couples without children,Owned living quarters,11698.0
2021,Canada,Couples without children,Mortgage paid for owned living quarters,5256.0
2021,Canada,Couples without children,Repairs and maintenance for owned living quarters,1036.0
2021,Canada,Couples without children,Condominium fees for owned living quarters,558.0
2021,Canada,Couples without children,Property and school taxes for owned living quarters,2687.0
2021,Canada,Couples without children,Homeowners' insurance premiums for owned living quarters,1134.0
2021,Canada,Couples without children,Other expenditures for owned living quarters,1026.0
2021,Canada,Couples without children,Commissions for sale of real estate owned by the household,254.0
2021,Canada,Couples without children,Legal fees related to owned living quarters,86.0
2021,Canada,Couples without children,Mortgage insurance premiums for owned living quarters,196.0
2021,Canada,Couples without children,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",72.0
2021,Canada,Couples without children,Transfer taxes and land registration fees for owned living quarters,336.0
2021,Canada,Couples without children,All other expenses related to owned living quarters (excluding repairs and maintenance),82.0
2021,Canada,Couples without children,"Water, fuel and electricity for principal accommodation",2833.0
2021,Canada,Couples without children,Water and sewage for principal accommodation,465.0
2021,Canada,Couples without children,Electricity for principal accommodation,1580.0
2021,Canada,Couples without children,Natural gas for principal accommodation,543.0
2021,Canada,Couples without children,Other fuel for principal accommodation,244.0
2021,Canada,Couples without children,Other accommodation,1712.0
2021,Canada,Couples without children,Owned secondary residences,880.0
2021,Canada,Couples without children,Mortgage paid for owned secondary residences,130.0
2021,Canada,Couples without children,"Property and school taxes, water and sewage charges for owned secondary residences",209.0
2021,Canada,Couples without children,Insurance premiums for owned secondary residences,79.0
2021,Canada,Couples without children,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,86.0
2021,Canada,Couples without children,"Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",37.0
2021,Canada,Couples without children,Other expenses for owned secondary residences,339.0
2021,Canada,Couples without children,Other owned properties,371.0
2021,Canada,Couples without children,Accommodation away from home,461.0
2021,Canada,Couples without children,Hotels and motels,256.0
2021,Canada,Couples without children,Other accommodation away from home,205.0
2021,Canada,Couples without children,Household operations,5257.0
2021,Canada,Couples without children,Communications,2897.0
2021,Canada,Couples without children,Telephone,1686.0
2021,Canada,Couples without children,Landline telephone services,275.0
2021,Canada,Couples without children,Cell phone and pager services,1205.0
2021,Canada,Couples without children,Purchase of telephones and equipment,206.0
2021,Canada,Couples without children,Internet access services,911.0
2021,Canada,Couples without children,Digital services,153.0
2021,Canada,Couples without children,"Postal, courier, delivery and other communication services",147.0
2021,Canada,Couples without children,Domestic and other custodial services (excluding child care),159.0
2021,Canada,Couples without children,Pet expenses,708.0
2021,Canada,Couples without children,Pet food and pet-related goods,346.0
2021,Canada,Couples without children,Purchase of pets,84.0
2021,Canada,Couples without children,Veterinarian and other services,278.0
2021,Canada,Couples without children,Household cleaning supplies and equipment,271.0
2021,Canada,Couples without children,Detergent and other soaps,100.0
2021,Canada,Couples without children,Cleaning equipment (non-electric),40.0
2021,Canada,Couples without children,Other household cleaning supplies,132.0
2021,Canada,Couples without children,"Paper, plastic and foil supplies",375.0
2021,Canada,Couples without children,Stationery (excluding school supplies),145.0
2021,Canada,Couples without children,Other paper supplies,174.0
2021,Canada,Couples without children,Plastic and foil supplies,56.0
2021,Canada,Couples without children,Garden supplies and services,672.0
2021,Canada,Couples without children,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",348.0
2021,Canada,Couples without children,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",84.0
2021,Canada,Couples without children,"Groundskeeping services, snow and garbage removal",240.0
2021,Canada,Couples without children,Other household supplies,162.0
2021,Canada,Couples without children,Household furnishings and equipment,3670.0
2021,Canada,Couples without children,Household furnishings,1573.0
2021,Canada,Couples without children,Furniture,1050.0
2021,Canada,Couples without children,"Rugs, mats and underpadding",79.0
2021,Canada,Couples without children,"Works of art, carvings and other decorative ware",136.0
2021,Canada,Couples without children,Linens,126.0
2021,Canada,Couples without children,"Other household furnishings (curtains, mirrors and picture frames)",183.0
2021,Canada,Couples without children,Household equipment,1849.0
2021,Canada,Couples without children,Household appliances,850.0
2021,Canada,Couples without children,Refrigerators and freezers,177.0
2021,Canada,Couples without children,Microwave ovens and cooking appliances,158.0
2021,Canada,Couples without children,"Washers, dryers and dishwashers",160.0
2021,Canada,Couples without children,"Room air conditioners, portable humidifiers and dehumidifiers",115.0
2021,Canada,Couples without children,Other electric equipment and appliances (including parts and attachments),240.0
2021,Canada,Couples without children,Other household equipment,999.0
2021,Canada,Couples without children,Home and workshop tools and equipment,235.0
2021,Canada,Couples without children,"Lawn, garden and snow-removal equipment and tools",323.0
2021,Canada,Couples without children,Non-electric kitchen and cooking equipment,195.0
2021,Canada,Couples without children,"Other household equipment, parts and accessories",247.0
2021,Canada,Couples without children,"Maintenance, rental, repairs and services related to household furnishings and equipment",139.0
2021,Canada,Couples without children,Services related to household furnishings and equipment,108.0
2021,Canada,Couples without children,Rental of heating equipment,40.0
2021,Canada,Couples without children,Home security services,68.0
2021,Canada,Couples without children,Clothing and accessories,1993.0
2021,Canada,Couples without children,Women's and girls' wear (women and girls aged 14 years and over),860.0
2021,Canada,Couples without children,Clothing (women and girls aged 14 years and over),631.0
2021,Canada,Couples without children,Footwear (women and girls aged 14 years and over),229.0
2021,Canada,Couples without children,Men's and boys' wear (men and boys aged 14 years and over),537.0
2021,Canada,Couples without children,Clothing (men and boys aged 14 years and over),369.0
2021,Canada,Couples without children,Footwear (men and boys aged 14 years and over),168.0
2021,Canada,Couples without children,Children's wear (children under 14 years of age),89.0
2021,Canada,Couples without children,Clothing and cloth diapers (children under 14 years of age),77.0
2021,Canada,Couples without children,Footwear (children under 14 years of age),12.0
2021,Canada,Couples without children,Athletic footwear,110.0
2021,Canada,Couples without children,Accessories,97.0
2021,Canada,Couples without children,Watches and jewellery,134.0
2021,Canada,Couples without children,"Clothing material, yarn, thread and other notions",68.0
2021,Canada,Couples without children,Clothing services,98.0
2021,Canada,Couples without children,"Laundromats, dry-cleaning and laundry services",43.0
2021,Canada,Couples without children,"Services for clothing, footwear and jewellery",56.0
2021,Canada,Couples without children,Transportation,10469.0
2021,Canada,Couples without children,Private transportation,9926.0
2021,Canada,Couples without children,"Private use automobiles, vans and trucks",4706.0
2021,Canada,Couples without children,"Purchase of automobiles, vans and trucks",4280.0
2021,Canada,Couples without children,Automobiles (purchase),1241.0
2021,Canada,Couples without children,"Trucks (including sport utility vehicles, purchase)",2944.0
2021,Canada,Couples without children,"Accessories for automobiles, vans and trucks",22.0
2021,Canada,Couples without children,"Fees for leased automobiles, vans and trucks",403.0
2021,Canada,Couples without children,"Regular fees for leased automobiles, vans and trucks",362.0
2021,Canada,Couples without children,Regular fees for leased automobiles,125.0
2021,Canada,Couples without children,Regular fees for leased vans and trucks,236.0
2021,Canada,Couples without children,"Rented automobiles, vans and trucks",40.0
2021,Canada,Couples without children,"Automobile, van and truck operations",5181.0
2021,Canada,Couples without children,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",555.0
2021,Canada,Couples without children,Private and public vehicle insurance premiums,1081.0
2021,Canada,Couples without children,"Tires, batteries, and other parts and supplies for vehicles",270.0
2021,Canada,Couples without children,Maintenance and repairs of vehicles,798.0
2021,Canada,Couples without children,"Vehicle operation, security and communication services",51.0
2021,Canada,Couples without children,Gas and other fuels (all vehicles and tools),2226.0
2021,Canada,Couples without children,Parking (excluding parking fees included in rent and traffic and parking tickets),121.0
2021,Canada,Couples without children,"Drivers' licences and tests, and driving lessons",79.0
2021,Canada,Couples without children,Drivers' licences and tests,66.0
2021,Canada,Couples without children,Driving lessons,13.0
2021,Canada,Couples without children,Public transportation,543.0
2021,Canada,Couples without children,"City or commuter bus, subway, streetcar and commuter train",72.0
2021,Canada,Couples without children,Taxi (including tips),25.0
2021,Canada,Couples without children,Peer-to-peer ride services,51.0
2021,Canada,Couples without children,Other local passenger transportation,21.0
2021,Canada,Couples without children,Airplane,254.0
2021,Canada,Couples without children,Inter-city bus,2.0
2021,Canada,Couples without children,Other inter-city passenger transportation services,18.0
2021,Canada,Couples without children,Household moving and storage services,100.0
2021,Canada,Couples without children,Health care,3112.0
2021,Canada,Couples without children,Direct health care costs to household,2284.0
2021,Canada,Couples without children,"Prescribed medicines, pharmaceutical products and cannabis for medical use",605.0
2021,Canada,Couples without children,Prescribed medicines and pharmaceutical products,589.0
2021,Canada,Couples without children,Cannabis for medical use,17.0
2021,Canada,Couples without children,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",543.0
2021,Canada,Couples without children,Health care services,278.0
2021,Canada,Couples without children,Health care practitioners (excluding general practitioners and specialists),181.0
2021,Canada,Couples without children,Health care by general practitioners and specialists,56.0
2021,Canada,Couples without children,"Weight control programs, smoking cessation programs and other medical services",34.0
2021,Canada,Couples without children,"Hospital care, nursing homes and other residential care facilities",7.0
2021,Canada,Couples without children,Eye-care goods and services,339.0
2021,Canada,Couples without children,Prescription eye wear,192.0
2021,Canada,Couples without children,Non-prescription eye wear and other eye-care goods,49.0
2021,Canada,Couples without children,"Eye-care services (e.g. surgery, exams)",98.0
2021,Canada,Couples without children,Dental services,518.0
2021,Canada,Couples without children,Private health insurance plan premiums,827.0
2021,Canada,Couples without children,Private health and dental plan premiums,704.0
2021,Canada,Couples without children,Accident or disability insurance premiums,124.0
2021,Canada,Couples without children,Personal care,1351.0
2021,Canada,Couples without children,Personal care products,566.0
2021,Canada,Couples without children,Hair care products,79.0
2021,Canada,Couples without children,"Makeup, skin care, manicure and fragrance products",171.0
2021,Canada,Couples without children,"Makeup, skin care and manicure products",155.0
2021,Canada,Couples without children,Personal deodorants,13.0
2021,Canada,Couples without children,Body soaps,40.0
2021,Canada,Couples without children,Oral hygiene products,81.0
2021,Canada,Couples without children,Other personal care supplies and equipment,178.0
2021,Canada,Couples without children,Personal care services,784.0
2021,Canada,Couples without children,Hair grooming services,553.0
2021,Canada,Couples without children,Other personal care services,231.0
2021,Canada,Couples without children,Recreation,4706.0
2021,Canada,Couples without children,Recreational equipment and related services,1575.0
2021,Canada,Couples without children,"Sports, athletic and recreational equipment and related services",185.0
2021,Canada,Couples without children,Children's toys,106.0
2021,Canada,Couples without children,Art and craft materials,59.0
2021,Canada,Couples without children,Computer equipment and supplies,647.0
2021,Canada,Couples without children,Computer hardware,341.0
2021,Canada,Couples without children,Computer software and video game systems,60.0
2021,Canada,Couples without children,Computer supplies and other equipment,72.0
2021,Canada,Couples without children,Tablet computers,104.0
2021,Canada,Couples without children,E-Book readers,7.0
2021,Canada,Couples without children,Wearable electronic devices,63.0
2021,Canada,Couples without children,Photographic goods and services,99.0
2021,Canada,Couples without children,"Camcorders, cameras, parts, accessories and related equipment",40.0
2021,Canada,Couples without children,Photographic services,59.0
2021,Canada,Couples without children,Home entertainment equipment and services,401.0
2021,Canada,Couples without children,Home entertainment equipment,355.0
2021,Canada,Couples without children,Audio equipment and home theatre systems,74.0
2021,Canada,Couples without children,Video equipment,200.0
2021,Canada,Couples without children,"DVD players, Blu-Ray players and other video equipment and accessories",20.0
2021,Canada,Couples without children,Televisions,180.0
2021,Canada,Couples without children,"Pre-recorded media, music downloads and blank audio and video media",82.0
2021,Canada,Couples without children,Home entertainment services,46.0
2021,Canada,Couples without children,"Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",43.0
2021,Canada,Couples without children,Recreational services,1258.0
2021,Canada,Couples without children,Entertainment,761.0
2021,Canada,Couples without children,Movie theatres,30.0
2021,Canada,Couples without children,"Television and satellite radio services (including installation, service and pay TV charges)",639.0
2021,Canada,Couples without children,Use of recreational facilities and fees for other recreational activities,245.0
2021,Canada,Couples without children,Dues and fees for sports and recreational activities and athletic and recreational facilities,239.0
2021,Canada,Couples without children,Package trips,215.0
2021,Canada,Couples without children,Other recreational services,36.0
2021,Canada,Couples without children,Recreational vehicles and associated services,1471.0
2021,Canada,Couples without children,Purchase of recreational vehicles,1003.0
2021,Canada,Couples without children,Motorcycles and snowmobiles (purchase),140.0
2021,Canada,Couples without children,All-terrain vehicles (purchase),71.0
2021,Canada,Couples without children,Bicycles (purchase),124.0
