question,answer
Where is Astorino's Hall located?,"Astorino's Hall is located at 1739 Venables St, Vancouver, BC, V5L 2H3."
In which local area is Astorino's Hall located?,Astorino's Hall is in the Grandview-Woodland neighborhood.
What type of cultural space is Astorino's Hall?,Astorino's Hall is categorized as a Theatre/Performance.
What is the primary use of Astorino's Hall?,The primary use of Astorino's Hall is Performance Space.
Who owns Astorino's Hall?,Astorino's Hall is owned by Privately Owned.
How big is Astorino's Hall in square feet?,Astorino's Hall has approximately 3000 square feet of space.
Where can I find more information about Astorino's Hall?,You can learn more at: http://www.safeamp.org/events/astorinos.html
Is Astorino's Hall currently active?,"Yes, Astorino's Hall is currently active."
Where is Audain Gallery located?,"Audain Gallery is located at 149 W Hastings St, Vancouver, BC, V6B 1H4."
In which local area is Audain Gallery located?,Audain Gallery is in the Downtown neighborhood.
What type of cultural space is Audain Gallery?,Audain Gallery is categorized as a Museum/Gallery.
What is the primary use of Audain Gallery?,The primary use of Audain Gallery is Museum/Gallery.
Who owns Audain Gallery?,Audain Gallery is owned by Other.
Where can I find more information about Audain Gallery?,You can learn more at: https://www.sfu.ca/galleries/audain-gallery.html
Is Audain Gallery currently active?,"Yes, Audain Gallery is currently active."
Where is Basic Inquiry located?,"Basic Inquiry is located at 1011 Main St, Vancouver, BC, V6A 4L4."
In which local area is Basic Inquiry located?,Basic Inquiry is in the Downtown neighborhood.
What type of cultural space is Basic Inquiry?,Basic Inquiry is categorized as a Museum/Gallery.
What is the primary use of Basic Inquiry?,The primary use of Basic Inquiry is Museum/Gallery.
Who owns Basic Inquiry?,Basic Inquiry is owned by Privately Owned.
Where can I find more information about Basic Inquiry?,You can learn more at: http://www.lifedrawing.org/index.html
Is Basic Inquiry currently active?,"Yes, Basic Inquiry is currently active."
Where is Bau-Xi Gallery located?,"Bau-Xi Gallery is located at 3045 Granville St, Vancouver, BC, V6H 3J9."
In which local area is Bau-Xi Gallery located?,Bau-Xi Gallery is in the Fairview neighborhood.
What type of cultural space is Bau-Xi Gallery?,Bau-Xi Gallery is categorized as a Museum/Gallery.
What is the primary use of Bau-Xi Gallery?,The primary use of Bau-Xi Gallery is Museum/Gallery.
Who owns Bau-Xi Gallery?,Bau-Xi Gallery is owned by Privately Owned.
Where can I find more information about Bau-Xi Gallery?,You can learn more at: www.bau-xi.com
Is Bau-Xi Gallery currently active?,"Yes, Bau-Xi Gallery is currently active."
Where is Bill Reid Gallery located?,"Bill Reid Gallery is located at 639 Hornby St, Vancouver, BC, V6C 2G3."
In which local area is Bill Reid Gallery located?,Bill Reid Gallery is in the Downtown neighborhood.
What type of cultural space is Bill Reid Gallery?,Bill Reid Gallery is categorized as a Museum/Gallery.
What is the primary use of Bill Reid Gallery?,The primary use of Bill Reid Gallery is Museum/Gallery.
Who owns Bill Reid Gallery?,Bill Reid Gallery is owned by Privately Owned.
How big is Bill Reid Gallery in square feet?,Bill Reid Gallery has approximately 9000 square feet of space.
Where can I find more information about Bill Reid Gallery?,You can learn more at: www.billreidgallery.ca
Is Bill Reid Gallery currently active?,"Yes, Bill Reid Gallery is currently active."
Where is Biltmore Cabaret located?,"Biltmore Cabaret is located at 2755 Prince Edward St, Vancouver, BC, V5T 0A9."
In which local area is Biltmore Cabaret located?,Biltmore Cabaret is in the Mount Pleasant neighborhood.
What type of cultural space is Biltmore Cabaret?,Biltmore Cabaret is categorized as a Cafe/Restaurant/Bar.
What is the primary use of Biltmore Cabaret?,The primary use of Biltmore Cabaret is Bar/Lounge/Cabaret.
Who owns Biltmore Cabaret?,Biltmore Cabaret is owned by Privately Owned.
Where can I find more information about Biltmore Cabaret?,You can learn more at: www.biltmorecabaret.com?
Is Biltmore Cabaret currently active?,"Yes, Biltmore Cabaret is currently active."
Where is Bloedel Conservatory located?,"Bloedel Conservatory is located at 4600 Cambie St, Vancouver, BC, V5Y 2M5."
In which local area is Bloedel Conservatory located?,Bloedel Conservatory is in the Riley Park neighborhood.
What type of cultural space is Bloedel Conservatory?,Bloedel Conservatory is categorized as a Museum/Gallery.
What is the primary use of Bloedel Conservatory?,The primary use of Bloedel Conservatory is Garden/Aquarium/Science Centre.
Who owns Bloedel Conservatory?,Bloedel Conservatory is owned by Vancouver Park Board/COV.
How big is Bloedel Conservatory in square feet?,Bloedel Conservatory has approximately 19600 square feet of space.
Where can I find more information about Bloedel Conservatory?,You can learn more at: http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx
Is Bloedel Conservatory currently active?,"Yes, Bloedel Conservatory is currently active."
Where is BMO Theatre Centre - Workshop located?,"BMO Theatre Centre - Workshop is located at 162 W 1st Av, Vancouver, BC, V5Y 1A4."
In which local area is BMO Theatre Centre - Workshop located?,BMO Theatre Centre - Workshop is in the Mount Pleasant neighborhood.
What type of cultural space is BMO Theatre Centre - Workshop?,BMO Theatre Centre - Workshop is categorized as a Studio/Rehearsal.
What is the primary use of BMO Theatre Centre - Workshop?,The primary use of BMO Theatre Centre - Workshop is Workshop.
Who owns BMO Theatre Centre - Workshop?,BMO Theatre Centre - Workshop is owned by City of Vancouver.
Is BMO Theatre Centre - Workshop currently active?,"Yes, BMO Theatre Centre - Workshop is currently active."
Where is Burrard Marina Field House located?,"Burrard Marina Field House is located at 1655 Whyte Av, Vancouver, BC, V6J 1A9."
In which local area is Burrard Marina Field House located?,Burrard Marina Field House is in the Kitsilano neighborhood.
What type of cultural space is Burrard Marina Field House?,Burrard Marina Field House is categorized as a Studio/Rehearsal.
What is the primary use of Burrard Marina Field House?,The primary use of Burrard Marina Field House is Artist Studio.
Who owns Burrard Marina Field House?,Burrard Marina Field House is owned by Vancouver Park Board/COV.
Where can I find more information about Burrard Marina Field House?,You can learn more at: http://vancouver.ca/parks-recreation-culture/burrard-marina-fieldhouse.aspx
Is Burrard Marina Field House currently active?,"Yes, Burrard Marina Field House is currently active."
Where is Burrardview Park Fieldhouse located?,"Burrardview Park Fieldhouse is located at 650 North Penticton st, Vancouver, BC, V6G 1Z4."
In which local area is Burrardview Park Fieldhouse located?,Burrardview Park Fieldhouse is in the Hastings-Sunrise neighborhood.
What type of cultural space is Burrardview Park Fieldhouse?,Burrardview Park Fieldhouse is categorized as a Studio/Rehearsal.
What is the primary use of Burrardview Park Fieldhouse?,The primary use of Burrardview Park Fieldhouse is Artist Studio.
Who owns Burrardview Park Fieldhouse?,Burrardview Park Fieldhouse is owned by Vancouver Park Board/COV.
Where can I find more information about Burrardview Park Fieldhouse?,You can learn more at: http://vancouver.ca/parks-recreation-culture/fieldhouse-programs.aspx
Is Burrardview Park Fieldhouse currently active?,"Yes, Burrardview Park Fieldhouse is currently active."
Where is Cafe Deux Soleils located?,"Cafe Deux Soleils is located at 2096 Commercial Dr, Vancouver, BC, V5N 4B2."
In which local area is Cafe Deux Soleils located?,Cafe Deux Soleils is in the Grandview-Woodland neighborhood.
What type of cultural space is Cafe Deux Soleils?,Cafe Deux Soleils is categorized as a Cafe/Restaurant/Bar.
What is the primary use of Cafe Deux Soleils?,The primary use of Cafe Deux Soleils is Cafe/Restaurant.
Who owns Cafe Deux Soleils?,Cafe Deux Soleils is owned by Privately Owned.
Where can I find more information about Cafe Deux Soleils?,You can learn more at: www.cafedeuxsoleils.com/?
Is Cafe Deux Soleils currently active?,"Yes, Cafe Deux Soleils is currently active."
Where is Cambrian Hall located?,"Cambrian Hall is located at 215 E 17th Av, Vancouver, BC, V5V 1A6."
In which local area is Cambrian Hall located?,Cambrian Hall is in the Riley Park neighborhood.
What type of cultural space is Cambrian Hall?,Cambrian Hall is categorized as a Community Space.
What is the primary use of Cambrian Hall?,The primary use of Cambrian Hall is Community Centre/Hall.
Who owns Cambrian Hall?,Cambrian Hall is owned by Privately Owned.
How big is Cambrian Hall in square feet?,Cambrian Hall has approximately 1584 square feet of space.
How many seats are available at Cambrian Hall?,Cambrian Hall has 129 seats.
Where can I find more information about Cambrian Hall?,You can learn more at: http://www.welshsociety.com/Lab5/
Is Cambrian Hall currently active?,"Yes, Cambrian Hall is currently active."
Where is Canadian Memorial United Church and Centre for Peace located?,"Canadian Memorial United Church and Centre for Peace is located at 1825 W 16th Av, Vancouver, BC, V6J 2M3."
In which local area is Canadian Memorial United Church and Centre for Peace located?,Canadian Memorial United Church and Centre for Peace is in the Kitsilano neighborhood.
What type of cultural space is Canadian Memorial United Church and Centre for Peace?,Canadian Memorial United Church and Centre for Peace is categorized as a Community Space.
What is the primary use of Canadian Memorial United Church and Centre for Peace?,The primary use of Canadian Memorial United Church and Centre for Peace is Place of Worship.
Who owns Canadian Memorial United Church and Centre for Peace?,Canadian Memorial United Church and Centre for Peace is owned by Other.
How big is Canadian Memorial United Church and Centre for Peace in square feet?,Canadian Memorial United Church and Centre for Peace has approximately 1170 square feet of space.
How many seats are available at Canadian Memorial United Church and Centre for Peace?,Canadian Memorial United Church and Centre for Peace has 100 seats.
Where can I find more information about Canadian Memorial United Church and Centre for Peace?,You can learn more at: http://canadianmemorial.org/
Is Canadian Memorial United Church and Centre for Peace currently active?,"Yes, Canadian Memorial United Church and Centre for Peace is currently active."
Where is Carousel Theatre for Young People located?,"Carousel Theatre for Young People is located at 1411 Cartwright St, Vancouver, BC, V6H 3R7."
In which local area is Carousel Theatre for Young People located?,Carousel Theatre for Young People is in the Fairview neighborhood.
What type of cultural space is Carousel Theatre for Young People?,Carousel Theatre for Young People is categorized as a Studio/Rehearsal.
What is the primary use of Carousel Theatre for Young People?,The primary use of Carousel Theatre for Young People is Rehearsal Studio.
Who owns Carousel Theatre for Young People?,Carousel Theatre for Young People is owned by Government.
How big is Carousel Theatre for Young People in square feet?,Carousel Theatre for Young People has approximately 1330 square feet of space.
Where can I find more information about Carousel Theatre for Young People?,You can learn more at: www.carouseltheatre.ca
Is Carousel Theatre for Young People currently active?,"Yes, Carousel Theatre for Young People is currently active."
Where is CBC Outdoor Stage located?,"CBC Outdoor Stage is located at 700 Hamilton St, Vancouver, BC, V6B 2R5."
In which local area is CBC Outdoor Stage located?,CBC Outdoor Stage is in the Downtown neighborhood.
What type of cultural space is CBC Outdoor Stage?,CBC Outdoor Stage is categorized as a Community Space.
What is the primary use of CBC Outdoor Stage?,The primary use of CBC Outdoor Stage is Plaza/Park/Band Shell.
Who owns CBC Outdoor Stage?,CBC Outdoor Stage is owned by Government.
How big is CBC Outdoor Stage in square feet?,CBC Outdoor Stage has approximately 2623 square feet of space.
Where can I find more information about CBC Outdoor Stage?,You can learn more at: http://www.cbc.ca
Is CBC Outdoor Stage currently active?,"Yes, CBC Outdoor Stage is currently active."
Where is Centre Culturel Francophone de Vancouver located?,"Centre Culturel Francophone de Vancouver is located at 1551 W 7th Av, Vancouver, BC, V6J 1S1."
In which local area is Centre Culturel Francophone de Vancouver located?,Centre Culturel Francophone de Vancouver is in the Fairview neighborhood.
What type of cultural space is Centre Culturel Francophone de Vancouver?,Centre Culturel Francophone de Vancouver is categorized as a Community Space.
What is the primary use of Centre Culturel Francophone de Vancouver?,The primary use of Centre Culturel Francophone de Vancouver is Community Centre/Hall.
Who owns Centre Culturel Francophone de Vancouver?,Centre Culturel Francophone de Vancouver is owned by Privately Owned.
How big is Centre Culturel Francophone de Vancouver in square feet?,Centre Culturel Francophone de Vancouver has approximately 2637 square feet of space.
Where can I find more information about Centre Culturel Francophone de Vancouver?,You can learn more at: www.lecentreculturel.com?
Is Centre Culturel Francophone de Vancouver currently active?,"Yes, Centre Culturel Francophone de Vancouver is currently active."
Where is Ceperley Meadow located?,"Ceperley Meadow is located at Stanley Park, Vancouver, BC."
In which local area is Ceperley Meadow located?,Ceperley Meadow is in the Stanley Park neighborhood.
What type of cultural space is Ceperley Meadow?,Ceperley Meadow is categorized as a Community Space.
What is the primary use of Ceperley Meadow?,The primary use of Ceperley Meadow is Plaza/Park/Band Shell.
Who owns Ceperley Meadow?,Ceperley Meadow is owned by City of Vancouver.
How big is Ceperley Meadow in square feet?,Ceperley Meadow has approximately 5558 square feet of space.
Is Ceperley Meadow currently active?,"Yes, Ceperley Meadow is currently active."
Where is Charles H. Scott Gallery located?,"Charles H. Scott Gallery is located at 1399 Johnston St, Vancouver, BC, V6H 2R9."
In which local area is Charles H. Scott Gallery located?,Charles H. Scott Gallery is in the Fairview neighborhood.
What type of cultural space is Charles H. Scott Gallery?,Charles H. Scott Gallery is categorized as a Museum/Gallery.
What is the primary use of Charles H. Scott Gallery?,The primary use of Charles H. Scott Gallery is Museum/Gallery.
Who owns Charles H. Scott Gallery?,Charles H. Scott Gallery is owned by Government.
Where can I find more information about Charles H. Scott Gallery?,You can learn more at: www.chscott.ecuad.ca?
Is Charles H. Scott Gallery currently active?,"Yes, Charles H. Scott Gallery is currently active."
Where is China Cloud located?,"China Cloud is located at 524 Main St, Vancouver, BC, V6A 2T9."
In which local area is China Cloud located?,China Cloud is in the Strathcona neighborhood.
What type of cultural space is China Cloud?,China Cloud is categorized as a Studio/Rehearsal.
What is the primary use of China Cloud?,The primary use of China Cloud is Artist Studio.
Who owns China Cloud?,China Cloud is owned by Privately Owned.
Where can I find more information about China Cloud?,You can learn more at: https://www.facebook.com/liveatthechinacloud/
Is China Cloud currently active?,"Yes, China Cloud is currently active."
Where is Chinese Cultural Centre located?,"Chinese Cultural Centre is located at 50 E Pender St, Vancouver, BC, V6A 3V6."
In which local area is Chinese Cultural Centre located?,Chinese Cultural Centre is in the Downtown neighborhood.
What type of cultural space is Chinese Cultural Centre?,Chinese Cultural Centre is categorized as a Community Space.
What is the primary use of Chinese Cultural Centre?,The primary use of Chinese Cultural Centre is Community Centre/Hall.
Who owns Chinese Cultural Centre?,Chinese Cultural Centre is owned by City of Vancouver.
How big is Chinese Cultural Centre in square feet?,Chinese Cultural Centre has approximately 77000 square feet of space.
Where can I find more information about Chinese Cultural Centre?,You can learn more at: www.cccvan.com?
Is Chinese Cultural Centre currently active?,"Yes, Chinese Cultural Centre is currently active."
Where is Chinese Cultural Centre Museum and Archives located?,"Chinese Cultural Centre Museum and Archives is located at 555 Columbia St, Vancouver, BC, V6A 4H5."
In which local area is Chinese Cultural Centre Museum and Archives located?,Chinese Cultural Centre Museum and Archives is in the Downtown neighborhood.
What type of cultural space is Chinese Cultural Centre Museum and Archives?,Chinese Cultural Centre Museum and Archives is categorized as a Museum/Gallery.
What is the primary use of Chinese Cultural Centre Museum and Archives?,The primary use of Chinese Cultural Centre Museum and Archives is Museum/Gallery.
Who owns Chinese Cultural Centre Museum and Archives?,Chinese Cultural Centre Museum and Archives is owned by City of Vancouver.
Is Chinese Cultural Centre Museum and Archives currently active?,"Yes, Chinese Cultural Centre Museum and Archives is currently active."
Where is Cineplex Odeon International Village Cinemas located?,"Cineplex Odeon International Village Cinemas is located at 88 W Pender St, Vancouver, BC, V6B 6N9."
In which local area is Cineplex Odeon International Village Cinemas located?,Cineplex Odeon International Village Cinemas is in the Downtown neighborhood.
What type of cultural space is Cineplex Odeon International Village Cinemas?,Cineplex Odeon International Village Cinemas is categorized as a Theatre/Performance.
What is the primary use of Cineplex Odeon International Village Cinemas?,The primary use of Cineplex Odeon International Village Cinemas is Cinema.
Who owns Cineplex Odeon International Village Cinemas?,Cineplex Odeon International Village Cinemas is owned by Privately Owned.
Where can I find more information about Cineplex Odeon International Village Cinemas?,You can learn more at: http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas
Is Cineplex Odeon International Village Cinemas currently active?,"Yes, Cineplex Odeon International Village Cinemas is currently active."
Where is Cineworks located?,"Cineworks is located at 1131 Howe St, Vancouver, BC, V6Z 2L7."
In which local area is Cineworks located?,Cineworks is in the Downtown neighborhood.
What type of cultural space is Cineworks?,Cineworks is categorized as a Studio/Rehearsal.
What is the primary use of Cineworks?,The primary use of Cineworks is Film/Recording Studio.
Who owns Cineworks?,Cineworks is owned by City of Vancouver.
How big is Cineworks in square feet?,Cineworks has approximately 3000 square feet of space.
Where can I find more information about Cineworks?,You can learn more at: http://www.cineworks.ca
Is Cineworks currently active?,"Yes, Cineworks is currently active."
Where is City of Vancouver Archives located?,"City of Vancouver Archives is located at 1150 Chestnut St, Vancouver, BC, V6J 3J9."
In which local area is City of Vancouver Archives located?,City of Vancouver Archives is in the Kitsilano neighborhood.
What type of cultural space is City of Vancouver Archives?,City of Vancouver Archives is categorized as a Museum/Gallery.
What is the primary use of City of Vancouver Archives?,The primary use of City of Vancouver Archives is Library/Archives.
Who owns City of Vancouver Archives?,City of Vancouver Archives is owned by City of Vancouver.
Where can I find more information about City of Vancouver Archives?,You can learn more at: www.vancouver.cayour-government/city-of-vancouver-archives.aspx?
Is City of Vancouver Archives currently active?,"Yes, City of Vancouver Archives is currently active."
Where is Clayzone Ceramics Gallery located?,"Clayzone Ceramics Gallery is located at 661 E 15th Av, Vancouver, BC,."
In which local area is Clayzone Ceramics Gallery located?,Clayzone Ceramics Gallery is in the Mount Pleasant neighborhood.
What type of cultural space is Clayzone Ceramics Gallery?,Clayzone Ceramics Gallery is categorized as a Educational.
What is the primary use of Clayzone Ceramics Gallery?,The primary use of Clayzone Ceramics Gallery is Educational Institution.
Who owns Clayzone Ceramics Gallery?,Clayzone Ceramics Gallery is owned by Privately Owned.
How big is Clayzone Ceramics Gallery in square feet?,Clayzone Ceramics Gallery has approximately 750 square feet of space.
Where can I find more information about Clayzone Ceramics Gallery?,You can learn more at: www.clayzoneceramics.com
Is Clayzone Ceramics Gallery currently active?,"Yes, Clayzone Ceramics Gallery is currently active."
Where is Coastal Peoples Fine Arts Gallery Gastown located?,"Coastal Peoples Fine Arts Gallery Gastown is located at 312 Water St, Vancouver, BC, V6B 1B6."
In which local area is Coastal Peoples Fine Arts Gallery Gastown located?,Coastal Peoples Fine Arts Gallery Gastown is in the Downtown neighborhood.
What type of cultural space is Coastal Peoples Fine Arts Gallery Gastown?,Coastal Peoples Fine Arts Gallery Gastown is categorized as a Museum/Gallery.
What is the primary use of Coastal Peoples Fine Arts Gallery Gastown?,The primary use of Coastal Peoples Fine Arts Gallery Gastown is Museum/Gallery.
Who owns Coastal Peoples Fine Arts Gallery Gastown?,Coastal Peoples Fine Arts Gallery Gastown is owned by Privately Owned.
Where can I find more information about Coastal Peoples Fine Arts Gallery Gastown?,You can learn more at: http://www.coastalpeoples.com
Is Coastal Peoples Fine Arts Gallery Gastown currently active?,"Yes, Coastal Peoples Fine Arts Gallery Gastown is currently active."
Where is Coastal Peoples Fine Arts Gallery Yaletown located?,"Coastal Peoples Fine Arts Gallery Yaletown is located at 1024 Mainland St, Vancouver, BC, V6B 2T4."
In which local area is Coastal Peoples Fine Arts Gallery Yaletown located?,Coastal Peoples Fine Arts Gallery Yaletown is in the Downtown neighborhood.
What type of cultural space is Coastal Peoples Fine Arts Gallery Yaletown?,Coastal Peoples Fine Arts Gallery Yaletown is categorized as a Museum/Gallery.
What is the primary use of Coastal Peoples Fine Arts Gallery Yaletown?,The primary use of Coastal Peoples Fine Arts Gallery Yaletown is Museum/Gallery.
Who owns Coastal Peoples Fine Arts Gallery Yaletown?,Coastal Peoples Fine Arts Gallery Yaletown is owned by Privately Owned.
Where can I find more information about Coastal Peoples Fine Arts Gallery Yaletown?,You can learn more at: http://www.coastalpeoples.com
Is Coastal Peoples Fine Arts Gallery Yaletown currently active?,"Yes, Coastal Peoples Fine Arts Gallery Yaletown is currently active."
Where is Cottage Bistro located?,"Cottage Bistro is located at 4470 Main St, Vancouver, BC, V5V 3R3."
In which local area is Cottage Bistro located?,Cottage Bistro is in the Riley Park neighborhood.
What type of cultural space is Cottage Bistro?,Cottage Bistro is categorized as a Cafe/Restaurant/Bar.
What is the primary use of Cottage Bistro?,The primary use of Cottage Bistro is Bar/Lounge/Cabaret.
Who owns Cottage Bistro?,Cottage Bistro is owned by Privately Owned.
How many seats are available at Cottage Bistro?,Cottage Bistro has 80 seats.
Where can I find more information about Cottage Bistro?,You can learn more at: http://cottage-bistro.com/
Is Cottage Bistro currently active?,"Yes, Cottage Bistro is currently active."
Where is Craft Council of British Columbia Gallery located?,"Craft Council of British Columbia Gallery is located at 1386 Cartwright St, Vancouver, BC, V6H 3R8."
In which local area is Craft Council of British Columbia Gallery located?,Craft Council of British Columbia Gallery is in the Fairview neighborhood.
What type of cultural space is Craft Council of British Columbia Gallery?,Craft Council of British Columbia Gallery is categorized as a Museum/Gallery.
What is the primary use of Craft Council of British Columbia Gallery?,The primary use of Craft Council of British Columbia Gallery is Museum/Gallery.
Who owns Craft Council of British Columbia Gallery?,Craft Council of British Columbia Gallery is owned by Government.
How big is Craft Council of British Columbia Gallery in square feet?,Craft Council of British Columbia Gallery has approximately 1200 square feet of space.
Where can I find more information about Craft Council of British Columbia Gallery?,You can learn more at: www.craftcouncilbc.ca
Is Craft Council of British Columbia Gallery currently active?,"Yes, Craft Council of British Columbia Gallery is currently active."
Where is Creekside Park located?,"Creekside Park is located at 1455 Quebec St, Vancouver, BC, V6A 3Z7."
In which local area is Creekside Park located?,Creekside Park is in the Downtown neighborhood.
What type of cultural space is Creekside Park?,Creekside Park is categorized as a Community Space.
What is the primary use of Creekside Park?,The primary use of Creekside Park is Plaza/Park/Band Shell.
Who owns Creekside Park?,Creekside Park is owned by City of Vancouver.
How big is Creekside Park in square feet?,Creekside Park has approximately 177518 square feet of space.
Is Creekside Park currently active?,"Yes, Creekside Park is currently active."
