question,answer
"Where is Sun Yat-Sen Gardens located, and does it have facilities and washrooms?","Sun Yat-Sen Gardens is located at 578 Carrall Street, in the Downtown area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/downtown.aspx. The park is 0.83 hectares in size. It has facilities: No. Washrooms are available: No. You can view it on Google Maps at 49.279691, -123.104233."
"Where is Deering Island Park located, and does it have facilities and washrooms?","Deering Island Park is located at 3530 Deering Island Pl., in the Dunbar-Southlands area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/dunbar-southlands.aspx. The park is 0.74 hectares in size. It has facilities: No. Washrooms are available: No. You can view it on Google Maps at 49.218288, -123.184356."
"Where is Musqueam Park located, and does it have facilities and washrooms?","Musqueam Park is located at 4000 SW Marine Drive, in the Dunbar-Southlands area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/dunbar-southlands.aspx. The park is 22.05 hectares in size. It has facilities: Yes. Washrooms are available: No. You can view it on Google Maps at 49.229331, -123.18998."
"Where is Quadra West Park located, and does it have facilities and washrooms?","Quadra West Park is located at 3250 Quadra Street, in the Dunbar-Southlands area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/dunbar-southlands.aspx. The park is 0.17 hectares in size. It has facilities: No. Washrooms are available: No. You can view it on Google Maps at 49.257112, -123.180696."
"Where is Cambridge Park located, and does it have facilities and washrooms?","Cambridge Park is located at 2099 Wall Street, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 0.19 hectares in size. It has facilities: No. Washrooms are available: No. You can view it on Google Maps at 49.286753, -123.062784."
"Where is Grandview Park located, and does it have facilities and washrooms?","Grandview Park is located at 1255 Commercial Drive, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 0.89 hectares in size. It has facilities: Yes. Washrooms are available: Yes. You can view it on Google Maps at 49.273511, -123.070469."
"Where is McGill Park located, and does it have facilities and washrooms?","McGill Park is located at 2305 McGill Street, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 0.19 hectares in size. It has facilities: No. Washrooms are available: No. You can view it on Google Maps at 49.288668, -123.057154."
"Where is McSpadden Park located, and does it have facilities and washrooms?","McSpadden Park is located at 2125 Victoria Drive, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 1.62 hectares in size. It has facilities: Yes. Washrooms are available: No. You can view it on Google Maps at 49.265936, -123.066601."
"Where is Oxford Park located, and does it have facilities and washrooms?","Oxford Park is located at 2050 Wall Street, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 0.22 hectares in size. It has facilities: Yes. Washrooms are available: No. You can view it on Google Maps at 49.286172, -123.062223."
"Where is Woodland Park located, and does it have facilities and washrooms?","Woodland Park is located at 705 Woodland Drive, in the Grandview-Woodland area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/grandview-woodland.aspx. The park is 1.58 hectares in size. It has facilities: Yes. Washrooms are available: Yes. You can view it on Google Maps at 49.278526, -123.073387."
"Where is Kaslo Park located, and does it have facilities and washrooms?","Kaslo Park is located at 2851 E 7th Avenue, in the Hastings-Sunrise area. For more information, you can visit the neighbourhood page at https://vancouver.ca/news-calendar/hastings-sunrise.aspx. The park is 0.45 hectares in size. It has facilities: Yes. Washrooms are available: No. You can view it on Google Maps at 49.264099, -123.046012."
