question,answer
Does Willow Park have washrooms?,"No, Willow Park has washrooms."
Are there any advisories for Willow Park?,"No, there are advisories for Willow Park."
Does Willow Park have any special features?,"No, Willow Park has special features."
Where can I find more information about Fairview?,You can learn more about Fairview at: https://vancouver.ca/news-calendar/fairview.aspx
Where is Willow Park located on the map?,Willow Park is located at latitude 49.264868 and longitude -123.122031.
Where is Alice Townley Park located?,Alice Townley Park is located at 1775 Woodland Drive.
In which neighbourhood is Alice Townley Park located?,Alice Townley Park is in the Grandview-Woodland neighbourhood.
How big is Alice Townley Park in hectares?,Alice Townley Park is 0.22 hectares in size.
Does Alice Townley Park have facilities?,"No, Alice Townley Park has facilities."
Does Alice Townley Park have washrooms?,"No, Alice Townley Park has washrooms."
Are there any advisories for Alice Townley Park?,"No, there are advisories for Alice Townley Park."
Does Alice Townley Park have any special features?,"No, Alice Townley Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Alice Townley Park located on the map?,Alice Townley Park is located at latitude 49.268974 and longitude -123.073923.
Where is Garden Park located?,Garden Park is located at 1851 Garden Drive.
In which neighbourhood is Garden Park located?,Garden Park is in the Grandview-Woodland neighbourhood.
How big is Garden Park in hectares?,Garden Park is 0.97 hectares in size.
Does Garden Park have facilities?,"Yes, Garden Park has facilities."
Does Garden Park have washrooms?,"Yes, Garden Park has washrooms."
Are there any advisories for Garden Park?,"No, there are advisories for Garden Park."
Does Garden Park have any special features?,"No, Garden Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Garden Park located on the map?,Garden Park is located at latitude 49.268159 and longitude -123.058994.
Where is Mosaic Creek Park located?,Mosaic Creek Park is located at 1475 Charles Street.
In which neighbourhood is Mosaic Creek Park located?,Mosaic Creek Park is in the Grandview-Woodland neighbourhood.
How big is Mosaic Creek Park in hectares?,Mosaic Creek Park is 0.11 hectares in size.
Does Mosaic Creek Park have facilities?,"No, Mosaic Creek Park has facilities."
Does Mosaic Creek Park have washrooms?,"No, Mosaic Creek Park has washrooms."
Are there any advisories for Mosaic Creek Park?,"No, there are advisories for Mosaic Creek Park."
Does Mosaic Creek Park have any special features?,"No, Mosaic Creek Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Mosaic Creek Park located on the map?,Mosaic Creek Park is located at latitude 49.273323 and longitude -123.074121.
Where is Templeton Park located?,Templeton Park is located at 700 Templeton Drive.
In which neighbourhood is Templeton Park located?,Templeton Park is in the Grandview-Woodland neighbourhood.
How big is Templeton Park in hectares?,Templeton Park is 1.93 hectares in size.
Does Templeton Park have facilities?,"Yes, Templeton Park has facilities."
Does Templeton Park have washrooms?,"No, Templeton Park has washrooms."
Are there any advisories for Templeton Park?,"No, there are advisories for Templeton Park."
Does Templeton Park have any special features?,"No, Templeton Park has special features."
Where can I find more information about Grandview-Woodland?,You can learn more about Grandview-Woodland at: https://vancouver.ca/news-calendar/grandview-woodland.aspx
Where is Templeton Park located on the map?,Templeton Park is located at latitude 49.278279 and longitude -123.058646.
Where is Adanac Park located?,Adanac Park is located at 1025 Boundary Road.
In which neighbourhood is Adanac Park located?,Adanac Park is in the Hastings-Sunrise neighbourhood.
How big is Adanac Park in hectares?,Adanac Park is 4.17 hectares in size.
Does Adanac Park have facilities?,"Yes, Adanac Park has facilities."
Does Adanac Park have washrooms?,"Yes, Adanac Park has washrooms."
Are there any advisories for Adanac Park?,"No, there are advisories for Adanac Park."
Does Adanac Park have any special features?,"No, Adanac Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Adanac Park located on the map?,Adanac Park is located at latitude 49.276381 and longitude -123.025811.
Where is Bates Park located?,Bates Park is located at 669 Fellowes Street.
In which neighbourhood is Bates Park located?,Bates Park is in the Hastings-Sunrise neighbourhood.
How big is Bates Park in hectares?,Bates Park is 0.3 hectares in size.
Does Bates Park have facilities?,"No, Bates Park has facilities."
Does Bates Park have washrooms?,"No, Bates Park has washrooms."
Are there any advisories for Bates Park?,"No, there are advisories for Bates Park."
Does Bates Park have any special features?,"No, Bates Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Bates Park located on the map?,Bates Park is located at latitude 49.292443 and longitude -123.024336.
Where is Callister Park located?,Callister Park is located at 2875 Oxford Street.
In which neighbourhood is Callister Park located?,Callister Park is in the Hastings-Sunrise neighbourhood.
How big is Callister Park in hectares?,Callister Park is 1.45 hectares in size.
Does Callister Park have facilities?,"Yes, Callister Park has facilities."
Does Callister Park have washrooms?,"No, Callister Park has washrooms."
Are there any advisories for Callister Park?,"No, there are advisories for Callister Park."
Does Callister Park have any special features?,"No, Callister Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Callister Park located on the map?,Callister Park is located at latitude 49.286214 and longitude -123.045363.
Where is Clinton Park located?,Clinton Park is located at 2690 Grant Street.
In which neighbourhood is Clinton Park located?,Clinton Park is in the Hastings-Sunrise neighbourhood.
How big is Clinton Park in hectares?,Clinton Park is 3.04 hectares in size.
Does Clinton Park have facilities?,"Yes, Clinton Park has facilities."
Does Clinton Park have washrooms?,"Yes, Clinton Park has washrooms."
Are there any advisories for Clinton Park?,"No, there are advisories for Clinton Park."
Does Clinton Park have any special features?,"No, Clinton Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Clinton Park located on the map?,Clinton Park is located at latitude 49.270355 and longitude -123.0509.
Where is Hastings Park located?,Hastings Park is located at 2901 E Hastings.
In which neighbourhood is Hastings Park located?,Hastings Park is in the Hastings-Sunrise neighbourhood.
How big is Hastings Park in hectares?,Hastings Park is 62.0 hectares in size.
Does Hastings Park have facilities?,"Yes, Hastings Park has facilities."
Does Hastings Park have washrooms?,"Yes, Hastings Park has washrooms."
Are there any advisories for Hastings Park?,"No, there are advisories for Hastings Park."
Does Hastings Park have any special features?,"No, Hastings Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Hastings Park located on the map?,Hastings Park is located at latitude 49.282256 and longitude -123.039776.
Where is Thunderbird Park located?,Thunderbird Park is located at 3485 E 2nd Avenue.
In which neighbourhood is Thunderbird Park located?,Thunderbird Park is in the Hastings-Sunrise neighbourhood.
How big is Thunderbird Park in hectares?,Thunderbird Park is 0.89 hectares in size.
Does Thunderbird Park have facilities?,"Yes, Thunderbird Park has facilities."
Does Thunderbird Park have washrooms?,"No, Thunderbird Park has washrooms."
Are there any advisories for Thunderbird Park?,"No, there are advisories for Thunderbird Park."
Does Thunderbird Park have any special features?,"No, Thunderbird Park has special features."
Where can I find more information about Hastings-Sunrise?,You can learn more about Hastings-Sunrise at: https://vancouver.ca/news-calendar/hastings-sunrise.aspx
Where is Thunderbird Park located on the map?,Thunderbird Park is located at latitude 49.268829 and longitude -123.028552.
Where is Glen Park located?,Glen Park is located at 3999 Glen Drive.
In which neighbourhood is Glen Park located?,Glen Park is in the Kensington-Cedar Cottage neighbourhood.
How big is Glen Park in hectares?,Glen Park is 1.09 hectares in size.
Does Glen Park have facilities?,"Yes, Glen Park has facilities."
Does Glen Park have washrooms?,"No, Glen Park has washrooms."
Are there any advisories for Glen Park?,"No, there are advisories for Glen Park."
Does Glen Park have any special features?,"No, Glen Park has special features."
Where can I find more information about Kensington-Cedar Cottage?,You can learn more about Kensington-Cedar Cottage at: https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx
Where is Glen Park located on the map?,Glen Park is located at latitude 49.249576 and longitude -123.082823.
Where is John Hendry (Trout Lake) Park located?,John Hendry (Trout Lake) Park is located at 3300 Victoria Drive.
In which neighbourhood is John Hendry (Trout Lake) Park located?,John Hendry (Trout Lake) Park is in the Kensington-Cedar Cottage neighbourhood.
How big is John Hendry (Trout Lake) Park in hectares?,John Hendry (Trout Lake) Park is 27.31 hectares in size.
Does John Hendry (Trout Lake) Park have facilities?,"Yes, John Hendry (Trout Lake) Park has facilities."
Does John Hendry (Trout Lake) Park have washrooms?,"Yes, John Hendry (Trout Lake) Park has washrooms."
Are there any advisories for John Hendry (Trout Lake) Park?,"No, there are advisories for John Hendry (Trout Lake) Park."
Does John Hendry (Trout Lake) Park have any special features?,"No, John Hendry (Trout Lake) Park has special features."
Where can I find more information about Kensington-Cedar Cottage?,You can learn more about Kensington-Cedar Cottage at: https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx
Where is John Hendry (Trout Lake) Park located on the map?,John Hendry (Trout Lake) Park is located at latitude 49.255808 and longitude -123.062242.
Where is Jones Park located?,Jones Park is located at 5350 Commercial Street.
In which neighbourhood is Jones Park located?,Jones Park is in the Kensington-Cedar Cottage neighbourhood.
How big is Jones Park in hectares?,Jones Park is 1.42 hectares in size.
Does Jones Park have facilities?,"Yes, Jones Park has facilities."
Does Jones Park have washrooms?,"Yes, Jones Park has washrooms."
Are there any advisories for Jones Park?,"No, there are advisories for Jones Park."
Does Jones Park have any special features?,"No, Jones Park has special features."
Where can I find more information about Kensington-Cedar Cottage?,You can learn more about Kensington-Cedar Cottage at: https://vancouver.ca/news-calendar/kensington-cedar-cottage.aspx
Where is Jones Park located on the map?,Jones Park is located at latitude 49.235945 and longitude -123.067051.
Where is Malkin Park located?,Malkin Park is located at 6001 Balaclava Street.
In which neighbourhood is Malkin Park located?,Malkin Park is in the Kerrisdale neighbourhood.
How big is Malkin Park in hectares?,Malkin Park is 2.42 hectares in size.
Does Malkin Park have facilities?,"No, Malkin Park has facilities."
Does Malkin Park have washrooms?,"No, Malkin Park has washrooms."
Are there any advisories for Malkin Park?,"No, there are advisories for Malkin Park."
Does Malkin Park have any special features?,"No, Malkin Park has special features."
Where can I find more information about Kerrisdale?,You can learn more about Kerrisdale at: https://vancouver.ca/news-calendar/kerrisdale.aspx
Where is Malkin Park located on the map?,Malkin Park is located at latitude 49.231959 and longitude -123.176845.
Where is Maple Grove Park located?,Maple Grove Park is located at 6875 Yew Street.
In which neighbourhood is Maple Grove Park located?,Maple Grove Park is in the Kerrisdale neighbourhood.
How big is Maple Grove Park in hectares?,Maple Grove Park is 4.2 hectares in size.
Does Maple Grove Park have facilities?,"Yes, Maple Grove Park has facilities."
Does Maple Grove Park have washrooms?,"Yes, Maple Grove Park has washrooms."
Are there any advisories for Maple Grove Park?,"No, there are advisories for Maple Grove Park."
Does Maple Grove Park have any special features?,"No, Maple Grove Park has special features."
Where can I find more information about Kerrisdale?,You can learn more about Kerrisdale at: https://vancouver.ca/news-calendar/kerrisdale.aspx
Where is Maple Grove Park located on the map?,Maple Grove Park is located at latitude 49.223703 and longitude -123.16013.
Where is McCleery Golf Course located?,McCleery Golf Course is located at 7188 Macdonald Street.
In which neighbourhood is McCleery Golf Course located?,McCleery Golf Course is in the Kerrisdale neighbourhood.
How big is McCleery Golf Course in hectares?,McCleery Golf Course is 48.57 hectares in size.
Does McCleery Golf Course have facilities?,"Yes, McCleery Golf Course has facilities."
Does McCleery Golf Course have washrooms?,"No, McCleery Golf Course has washrooms."
Are there any advisories for McCleery Golf Course?,"No, there are advisories for McCleery Golf Course."
Does McCleery Golf Course have any special features?,"No, McCleery Golf Course has special features."
Where can I find more information about Kerrisdale?,You can learn more about Kerrisdale at: https://vancouver.ca/news-calendar/kerrisdale.aspx
Where is McCleery Golf Course located on the map?,McCleery Golf Course is located at latitude 49.220813 and longitude -123.170066.
Where is Captain Cook Park located?,Captain Cook Park is located at 3398 E 54th Avenue.
In which neighbourhood is Captain Cook Park located?,Captain Cook Park is in the Killarney neighbourhood.
How big is Captain Cook Park in hectares?,Captain Cook Park is 5.49 hectares in size.
Does Captain Cook Park have facilities?,"Yes, Captain Cook Park has facilities."
Does Captain Cook Park have washrooms?,"No, Captain Cook Park has washrooms."
Are there any advisories for Captain Cook Park?,"No, there are advisories for Captain Cook Park."
Does Captain Cook Park have any special features?,"No, Captain Cook Park has special features."
Where can I find more information about Killarney?,You can learn more about Killarney at: https://vancouver.ca/news-calendar/killarney.aspx
Where is Captain Cook Park located on the map?,Captain Cook Park is located at latitude 49.21912 and longitude -123.033713.
Where is Fraserview Golf Course located?,Fraserview Golf Course is located at 7800 Vivian Drive.
In which neighbourhood is Fraserview Golf Course located?,Fraserview Golf Course is in the Killarney neighbourhood.
How big is Fraserview Golf Course in hectares?,Fraserview Golf Course is 84.34 hectares in size.
Does Fraserview Golf Course have facilities?,"Yes, Fraserview Golf Course has facilities."
Does Fraserview Golf Course have washrooms?,"Yes, Fraserview Golf Course has washrooms."
Are there any advisories for Fraserview Golf Course?,"No, there are advisories for Fraserview Golf Course."
Does Fraserview Golf Course have any special features?,"No, Fraserview Golf Course has special features."
Where can I find more information about Killarney?,You can learn more about Killarney at: https://vancouver.ca/news-calendar/killarney.aspx
Where is Fraserview Golf Course located on the map?,Fraserview Golf Course is located at latitude 49.212251 and longitude -123.047869.
Where is Kinross Ravine Park located?,Kinross Ravine Park is located at 3350 SE Marine Drive.
In which neighbourhood is Kinross Ravine Park located?,Kinross Ravine Park is in the Killarney neighbourhood.
How big is Kinross Ravine Park in hectares?,Kinross Ravine Park is 1.2 hectares in size.
Does Kinross Ravine Park have facilities?,"No, Kinross Ravine Park has facilities."
Does Kinross Ravine Park have washrooms?,"No, Kinross Ravine Park has washrooms."
Are there any advisories for Kinross Ravine Park?,"No, there are advisories for Kinross Ravine Park."
Does Kinross Ravine Park have any special features?,"No, Kinross Ravine Park has special features."
Where can I find more information about Killarney?,You can learn more about Killarney at: https://vancouver.ca/news-calendar/killarney.aspx
Where is Kinross Ravine Park located on the map?,Kinross Ravine Park is located at latitude 49.207509 and longitude -123.036128.
Where is Hadden Park located?,Hadden Park is located at 1905 Ogden Avenue.
In which neighbourhood is Hadden Park located?,Hadden Park is in the Kitsilano neighbourhood.
How big is Hadden Park in hectares?,Hadden Park is 2.92 hectares in size.
Does Hadden Park have facilities?,"Yes, Hadden Park has facilities."
Does Hadden Park have washrooms?,"Yes, Hadden Park has washrooms."
Are there any advisories for Hadden Park?,"No, there are advisories for Hadden Park."
Does Hadden Park have any special features?,"Yes, Hadden Park has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Hadden Park located on the map?,Hadden Park is located at latitude 49.275353 and longitude -123.152513.
Where is Kitsilano Beach Park located?,Kitsilano Beach Park is located at 1499 Arbutus Street.
In which neighbourhood is Kitsilano Beach Park located?,Kitsilano Beach Park is in the Kitsilano neighbourhood.
How big is Kitsilano Beach Park in hectares?,Kitsilano Beach Park is 13.47 hectares in size.
Does Kitsilano Beach Park have facilities?,"Yes, Kitsilano Beach Park has facilities."
Does Kitsilano Beach Park have washrooms?,"Yes, Kitsilano Beach Park has washrooms."
Are there any advisories for Kitsilano Beach Park?,"No, there are advisories for Kitsilano Beach Park."
Does Kitsilano Beach Park have any special features?,"Yes, Kitsilano Beach Park has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Kitsilano Beach Park located on the map?,Kitsilano Beach Park is located at latitude 49.273431 and longitude -123.153901.
Where is Margaret Pigott Park located?,Margaret Pigott Park is located at 2743 Point Grey Road.
In which neighbourhood is Margaret Pigott Park located?,Margaret Pigott Park is in the Kitsilano neighbourhood.
How big is Margaret Pigott Park in hectares?,Margaret Pigott Park is 0.38 hectares in size.
Does Margaret Pigott Park have facilities?,"No, Margaret Pigott Park has facilities."
Does Margaret Pigott Park have washrooms?,"No, Margaret Pigott Park has washrooms."
Are there any advisories for Margaret Pigott Park?,"No, there are advisories for Margaret Pigott Park."
Does Margaret Pigott Park have any special features?,"No, Margaret Pigott Park has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Margaret Pigott Park located on the map?,Margaret Pigott Park is located at latitude 49.272089 and longitude -123.167454.
Where is Point Grey Park Site at Stephens Street located?,Point Grey Park Site at Stephens Street is located at 2699 Point Grey Road.
In which neighbourhood is Point Grey Park Site at Stephens Street located?,Point Grey Park Site at Stephens Street is in the Kitsilano neighbourhood.
How big is Point Grey Park Site at Stephens Street in hectares?,Point Grey Park Site at Stephens Street is 0.23 hectares in size.
Does Point Grey Park Site at Stephens Street have facilities?,"No, Point Grey Park Site at Stephens Street has facilities."
Does Point Grey Park Site at Stephens Street have washrooms?,"No, Point Grey Park Site at Stephens Street has washrooms."
Are there any advisories for Point Grey Park Site at Stephens Street?,"No, there are advisories for Point Grey Park Site at Stephens Street."
Does Point Grey Park Site at Stephens Street have any special features?,"No, Point Grey Park Site at Stephens Street has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Point Grey Park Site at Stephens Street located on the map?,Point Grey Park Site at Stephens Street is located at latitude 49.272583 and longitude -123.166128.
Where is Point Grey Park Site at Trafalgar Street located?,Point Grey Park Site at Trafalgar Street is located at 2601 Point Grey Road.
In which neighbourhood is Point Grey Park Site at Trafalgar Street located?,Point Grey Park Site at Trafalgar Street is in the Kitsilano neighbourhood.
How big is Point Grey Park Site at Trafalgar Street in hectares?,Point Grey Park Site at Trafalgar Street is 0.22 hectares in size.
Does Point Grey Park Site at Trafalgar Street have facilities?,"No, Point Grey Park Site at Trafalgar Street has facilities."
Does Point Grey Park Site at Trafalgar Street have washrooms?,"No, Point Grey Park Site at Trafalgar Street has washrooms."
Are there any advisories for Point Grey Park Site at Trafalgar Street?,"No, there are advisories for Point Grey Park Site at Trafalgar Street."
Does Point Grey Park Site at Trafalgar Street have any special features?,"No, Point Grey Park Site at Trafalgar Street has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Point Grey Park Site at Trafalgar Street located on the map?,Point Grey Park Site at Trafalgar Street is located at latitude 49.273329 and longitude -123.164637.
Where is Vanier Park located?,Vanier Park is located at 1000 Chestnut Street.
In which neighbourhood is Vanier Park located?,Vanier Park is in the Kitsilano neighbourhood.
How big is Vanier Park in hectares?,Vanier Park is 16.95 hectares in size.
Does Vanier Park have facilities?,"No, Vanier Park has facilities."
Does Vanier Park have washrooms?,"Yes, Vanier Park has washrooms."
Are there any advisories for Vanier Park?,"No, there are advisories for Vanier Park."
Does Vanier Park have any special features?,"Yes, Vanier Park has special features."
Where can I find more information about Kitsilano?,You can learn more about Kitsilano at: https://vancouver.ca/news-calendar/kitsilano.aspx
Where is Vanier Park located on the map?,Vanier Park is located at latitude 49.277049 and longitude -123.143159.
Where is Volunteer Park located?,Volunteer Park is located at 2855 Point Grey Road.
In which neighbourhood is Volunteer Park located?,Volunteer Park is in the Kitsilano neighbourhood.
How big is Volunteer Park in hectares?,Volunteer Park is 0.72 hectares in size.
